molecule_chembl_id,smiles,pref_name,mw,alogp,hbd,hba,tpsa,cns_mpo
CHEMBL606260,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],CARBENICILLIN DISODIUM,378.41,0.49,3,5,124.01,3.0
CHEMBL607400,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,BRIVARACETAM,212.29,0.9,1,2,63.4,4.5
CHEMBL43708,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12.O,IMIPENEM,299.35,-0.18,4,5,113.72,3.5
CHEMBL1079742,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,ERLOTINIB HYDROCHLORIDE,393.44,3.41,1,7,74.73,3.0
CHEMBL1079604,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,METAXALONE,221.26,1.79,1,3,47.56,4.5
CHEMBL1076903,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,VARENICLINE,211.27,1.8,1,3,37.81,3.0
CHEMBL1078178,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,MOMELOTINIB,414.47,2.98,2,7,103.17,3.5
CHEMBL1077896,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,ROPIVACAINE,274.41,3.51,1,2,32.34,3.5
CHEMBL1089221,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,BENDAZAC,282.3,2.55,1,4,64.35,4.5
CHEMBL1096562,COC(=O)CCC(=O)CN,METHYL AMINOLEVULINATE,145.16,-0.53,1,4,69.39,4.5
CHEMBL1094966,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,PIRBUTEROL,240.3,0.7,4,5,85.61,4.0
CHEMBL1094636,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,NIRAPARIB,320.4,2.59,2,4,72.94,4.5
CHEMBL1098319,O=S(=O)(O)CCS,2-MERCAPTOETHANESULFONIC ACID,142.2,-0.2,2,3,54.37,4.5
CHEMBL1095777,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,INDACATEROL,392.5,3.15,4,4,85.35,3.0
CHEMBL1096146,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,PONESIMOD,460.98,4.27,2,6,82.36,3.5
CHEMBL1082407,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,ENZALUTAMIDE,464.44,3.99,1,4,76.44,3.5
CHEMBL1159650,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CLOBETASOL PROPIONATE,466.98,4.1,1,5,80.67,3.5
CHEMBL1160819,N,"AMMONIA SOLUTION, STRONG",17.03,0.16,1,1,35.0,3.0
CHEMBL1161681,O=NO,NITROUS ACID,47.01,0.14,1,2,49.66,3.5
CHEMBL1165342,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,VINCAMINE,354.45,2.95,1,5,54.7,4.5
CHEMBL1164729,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,FEBUXOSTAT,316.38,3.72,1,5,83.21,4.0
CHEMBL1173655,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,AFATINIB,485.95,4.39,2,7,88.61,3.5
CHEMBL1173055,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,RUCAPARIB,323.37,2.98,3,2,56.92,4.5
CHEMBL1179047,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,CHLOROPROCAINE,270.76,2.42,1,4,55.56,4.5
CHEMBL1183717,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,ALMITRINE,477.56,4.26,2,7,69.21,3.0
CHEMBL1186579,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,METHYLNALTREXONE,356.44,1.67,2,4,66.76,4.5
CHEMBL1189432,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,OLOPATADINE,337.42,3.59,1,3,49.77,4.0
CHEMBL1194325,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,ACLIDINIUM,484.66,4.67,1,6,55.76,3.0
CHEMBL1200321,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C.OCCNCCO,SULFISOXAZOLE DIOLAMINE,267.31,1.67,2,5,98.22,4.0
CHEMBL1200323,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,LABETALOL HYDROCHLORIDE,328.41,2.14,4,4,95.58,3.5
CHEMBL1200328,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,DULOXETINE HYDROCHLORIDE,297.42,4.63,1,3,21.26,3.5
CHEMBL1200329,Cl.Clc1ccc2nsnc2c1NC1=NCCN1,TIZANIDINE HYDROCHLORIDE,253.72,1.72,2,6,62.2,4.5
CHEMBL1200331,C[C@@H]1O[C@@H]1P(=O)(O)O.NC(CO)(CO)CO,FOSFOMYCIN TROMETHAMINE,138.06,-0.09,2,2,70.06,4.5
CHEMBL1200332,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,PROTRIPTYLINE HYDROCHLORIDE,263.38,4.3,1,1,12.03,3.5
CHEMBL1200334,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2.Cl,MORICIZINE HYDROCHLORIDE,427.53,4.11,1,6,71.11,3.5
CHEMBL1200338,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C.O,PINACIDIL,245.33,2.35,2,3,73.1,4.5
CHEMBL1200339,CNC[C@H](O)c1cccc(O)c1.Cl,PHENYLEPHRINE HYDROCHLORIDE,167.21,0.65,3,3,52.49,4.5
CHEMBL1200340,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1.O=P(O)(O)O,OSELTAMIVIR PHOSPHATE,312.41,1.29,2,5,90.65,4.0
CHEMBL1200341,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21.Cl,INDECAINIDE HYDROCHLORIDE,308.43,3.22,2,2,55.12,4.0
CHEMBL1200342,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,PARAMETHASONE ACETATE,434.5,2.32,2,6,100.9,3.5
CHEMBL1200343,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,PERINDOPRIL ERBUMINE,368.47,1.94,2,5,95.94,3.5
CHEMBL1200347,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],ISOPROPAMIDE IODIDE,353.53,4.11,1,1,43.09,4.0
CHEMBL1200351,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Na+],SULFADIAZINE SODIUM,250.28,0.86,2,5,97.97,4.0
CHEMBL1200354,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],SODIUM TETRADECYL SULFATE,294.46,4.22,1,3,63.6,3.0
CHEMBL1200356,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,CYCLACILLIN,341.43,0.28,3,5,112.73,4.0
CHEMBL1200359,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,SULFAMETER,280.31,0.87,2,6,107.2,4.0
CHEMBL1200360,CC(C)NC(C)Cc1ccc([123I])cc1.Cl,IOFETAMINE HYDROCHLORIDE I 123,303.19,3.22,1,1,12.03,3.5
CHEMBL1200365,Nc1ccc(C(=O)NCC(=O)[O-])cc1.[Na+],AMINOHIPPURATE SODIUM,194.19,0.08,3,3,92.42,4.0
CHEMBL1200366,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.Cl.O,CEPHALEXIN HYDROCHLORIDE,347.4,0.44,3,5,112.73,4.0
CHEMBL1200376,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,BETAMETHASONE BENZOATE,496.58,3.76,2,6,100.9,3.0
CHEMBL1200377,CC(N)Cc1ccccc1.NC(CC(=O)O)C(=O)O,AMPHETAMINE ASPARTATE,135.21,1.58,1,1,26.02,4.0
CHEMBL1200379,Cl.Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,APRACLONIDINE HYDROCHLORIDE,245.11,1.76,3,2,62.44,4.5
CHEMBL1200380,Nc1nc([O-])c2ncn(COCCO)c2n1.[Na+],ACYCLOVIR SODIUM,225.21,-1.33,3,7,119.05,4.0
CHEMBL1200385,Cl.Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,ARBUTAMINE HYDROCHLORIDE,317.39,2.45,5,5,92.95,3.5
CHEMBL1200386,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,PREDNICARBATE,488.58,3.7,1,8,116.2,3.0
CHEMBL1200387,CC(N)Cc1ccccc1.O=C(O)CCCCC(=O)O,AMPHETAMINE ADIPATE,135.21,1.58,1,1,26.02,4.0
CHEMBL1200388,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],CLOXACILLIN SODIUM,435.89,2.55,2,6,112.74,3.5
CHEMBL1200389,Brc1c(NC2=NCCN2)ccc2nccnc12.O=C(O)[C@H](O)[C@@H](O)C(=O)O,BRIMONIDINE TARTRATE,292.14,1.76,2,5,62.2,4.5
CHEMBL1200391,NC(CO)(CO)CO,TROMETHAMINE,121.14,-2.34,4,4,86.71,4.0
CHEMBL1200393,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1.Cl,GREPAFLOXACIN HYDROCHLORIDE,359.4,2.28,2,5,74.57,4.5
CHEMBL1200396,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,BUPIVACAINE HYDROCHLORIDE,288.44,3.9,1,2,32.34,3.5
CHEMBL1200400,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[n-]c12.[Na+],AZATHIOPRINE SODIUM,277.27,1.15,1,8,115.42,4.0
CHEMBL1200402,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,AMLODIPINE BESYLATE,408.88,2.27,2,7,99.88,3.5
CHEMBL1200409,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O,LIDOCAINE HYDROCHLORIDE,234.34,2.58,1,2,32.34,4.0
CHEMBL1200410,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,PROCARBAZINE HYDROCHLORIDE,221.3,1.05,3,3,53.16,4.5
CHEMBL1200411,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,ROPINIROLE HYDROCHLORIDE,260.38,2.85,1,2,32.34,4.0
CHEMBL1200413,Cl.c1ccc2c(c1)CCCC2C1=NCCN1,TETRAHYDROZOLINE HYDROCHLORIDE,200.28,2.11,1,2,24.39,4.0
CHEMBL1200418,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl,DOBUTAMINE HYDROCHLORIDE,301.39,2.96,4,4,72.72,4.0
CHEMBL1200419,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,MOLINDONE HYDROCHLORIDE,276.38,1.96,1,3,45.33,4.5
CHEMBL1200430,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,ESTRADIOL ACETATE,314.43,3.83,1,3,46.53,4.0
CHEMBL1200432,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl,METHYLDOPATE HYDROCHLORIDE,239.27,0.92,3,5,92.78,4.0
CHEMBL1200434,C[N+](C)(C)CCO.Cn1c(=O)c2[n-]cnc2n(C)c1=O,OXTRIPHYLLINE,180.17,-1.04,1,5,72.68,3.5
CHEMBL1200436,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,OXANDROLONE,306.45,3.54,1,3,46.53,3.0
CHEMBL1200437,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,QUINIDINE GLUCONATE,324.42,3.17,1,4,45.59,4.0
CHEMBL1200439,O=C([O-])CNC(=O)c1ccccc1[123I].[Na+],IODOHIPPURATE SODIUM I 123,305.07,1.11,2,2,66.4,4.5
CHEMBL1200440,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,MEPIVACAINE HYDROCHLORIDE,246.35,2.73,1,2,32.34,4.0
CHEMBL1200444,CC(=O)O.CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,PIRBUTEROL ACETATE,240.3,0.7,4,5,85.61,4.0
CHEMBL1200448,O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O.[Na+].[Na+],TILUDRONATE DISODIUM,318.61,2.07,4,3,115.06,3.5
CHEMBL1200449,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TRIAMCINOLONE DIACETATE,478.51,1.76,2,8,127.2,3.0
CHEMBL1200454,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21.Cl,VALGANCICLOVIR HYDROCHLORIDE,354.37,-1.44,4,10,171.37,3.0
CHEMBL1200461,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl,MIDODRINE HYDROCHLORIDE,254.29,-0.19,3,5,93.81,4.0
CHEMBL1200463,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1.[K+],OXAPROZIN POTASSIUM,293.32,4.03,1,3,63.33,4.0
CHEMBL1200464,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl,PROPARACAINE HYDROCHLORIDE,294.39,2.56,1,5,64.79,4.0
CHEMBL1200467,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,HYDROXYZINE PAMOATE,374.91,3.06,1,4,35.94,3.0
CHEMBL1200470,COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.[Na+],ESOMEPRAZOLE SODIUM,345.42,2.9,1,5,83.09,4.5
CHEMBL1200471,[O-][n+]1ccccc1[S-].[O-][n+]1ccccc1[S-].[Zn+2],PYRITHIONE ZINC,127.17,0.61,1,2,26.94,3.0
CHEMBL1200473,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl,CYCLOPENTOLATE HYDROCHLORIDE,291.39,2.18,1,4,49.77,4.5
CHEMBL1200477,O=c1[n-]cnc2[nH]ncc12.[Na+],ALLOPURINOL SODIUM,136.11,0.06,2,4,74.69,3.5
CHEMBL1200483,CC1NCCOC1c1ccccc1.Cl,PHENMETRAZINE HYDROCHLORIDE,177.25,1.74,1,2,21.26,4.0
CHEMBL1200487,C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl.[Na+],ETHACRYNATE SODIUM,303.14,3.61,1,3,63.6,4.0
CHEMBL1200491,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12,EPINASTINE HYDROCHLORIDE,249.32,2.47,1,3,41.62,3.5
CHEMBL1200494,Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,GUANFACINE HYDROCHLORIDE,246.1,1.55,3,2,78.97,4.5
CHEMBL1200495,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],HYDROCORTISONE SODIUM SUCCINATE,462.54,2.2,3,7,138.2,3.0
CHEMBL1200521,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,ALMOTRIPTAN MALATE,335.47,2.2,1,3,56.41,4.5
CHEMBL1200530,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21.[Na+],CEFOXITIN SODIUM,427.46,0.1,3,8,148.26,3.0
CHEMBL1200538,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,BETAMETHASONE ACETATE,434.5,2.47,2,6,100.9,3.5
CHEMBL1200543,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.O=P(O)(O)O,ANILERIDINE PHOSPHATE,352.48,3.41,1,4,55.56,4.0
CHEMBL1200544,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.O,CEPHALEXIN,347.4,0.44,3,5,112.73,4.0
CHEMBL1200545,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,DIFLORASONE DIACETATE,494.53,2.99,1,7,106.97,3.5
CHEMBL1200550,O=P(O)(O)O.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,ANTAZOLINE PHOSPHATE,265.36,2.69,1,3,27.63,4.0
CHEMBL1200559,CC(O)C(=O)O,LACTIC ACID,90.08,-0.55,2,2,57.53,4.5
CHEMBL1200560,CC(=O)O.N=C(N)N/N=C/c1c(Cl)cccc1Cl,GUANABENZ ACETATE,231.09,1.81,3,2,74.26,4.5
CHEMBL1200561,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,DOXAZOSIN MESYLATE,451.48,1.72,1,9,112.27,3.5
CHEMBL1200562,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,HYDROCORTISONE VALERATE,446.58,3.52,2,6,100.9,3.0
CHEMBL1200577,NCCS.O=C(O)[C@H](O)[C@@H](O)C(=O)O,CYSTEAMINE BITARTRATE,77.15,-0.13,2,2,26.02,4.0
CHEMBL1200582,Cl.NCC(=O)CCC(=O)O,AMINOLEVULINIC ACID HYDROCHLORIDE,131.13,-0.62,2,3,80.39,4.5
CHEMBL1200584,Nc1ccc(C(=O)[O-])c(O)c1.[K+],AMINOSALICYLATE POTASSIUM,153.14,0.67,3,3,83.55,4.5
CHEMBL1200585,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,OXYMETHOLONE,332.48,4.4,2,3,57.53,3.0
CHEMBL1200586,CCCNC(C)C(=O)Nc1ccccc1C.Cl,PRILOCAINE HYDROCHLORIDE,220.32,2.32,2,2,41.13,4.5
CHEMBL1200588,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1.Cl,CLINDAMYCIN HYDROCHLORIDE,424.99,0.39,4,7,102.26,3.0
CHEMBL1200595,CC(C)(N)Cc1ccc(Cl)cc1.Cl,CHLORPHENTERMINE HYDROCHLORIDE,183.68,2.62,1,1,26.02,4.0
CHEMBL1200597,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C.Cl,ETIDOCAINE HYDROCHLORIDE,276.42,3.75,1,2,32.34,3.5
CHEMBL1200600,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,FLUOROMETHOLONE,376.47,2.92,2,4,74.6,4.0
CHEMBL1200601,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl,NARATRIPTAN HYDROCHLORIDE,335.47,2.07,2,3,65.2,4.5
CHEMBL1200604,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,TROPICAMIDE,284.36,2.21,1,3,53.43,4.5
CHEMBL1200606,Cc1cccc(C)c1OCC(C)N.Cl,MEXILETINE HYDROCHLORIDE,179.26,2.03,1,2,35.25,4.0
CHEMBL1200609,CS(=O)(=O)O.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,PAROXETINE MESYLATE,329.37,3.33,1,4,39.72,3.5
CHEMBL1200610,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1.O,LORACARBEF,349.77,0.71,3,4,112.73,4.0
CHEMBL1200612,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1.Cl,DIBUCAINE HYDROCHLORIDE,343.47,3.49,1,4,54.46,3.5
CHEMBL1200613,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+],TOLMETIN SODIUM,257.29,2.19,1,3,59.3,4.5
CHEMBL1200616,NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O.[Na+],CHLOROTHIAZIDE SODIUM,295.73,-0.06,2,5,118.69,4.0
CHEMBL1200617,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,RIMEXOLONE,370.53,4.5,1,3,54.37,3.5
CHEMBL1200621,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,GEMIFLOXACIN MESYLATE,389.39,0.97,2,8,123.04,3.0
CHEMBL1200630,Cl.N[C@@H](CS)C(=O)O,CYSTEINE HYDROCHLORIDE,121.16,-0.67,3,3,63.32,4.5
CHEMBL1200635,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C.Cl,HYDROCORTAMATE HYDROCHLORIDE,475.63,2.67,2,7,104.14,3.5
CHEMBL1200654,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,BENOXINATE HYDROCHLORIDE,308.42,2.95,1,5,64.79,4.0
CHEMBL1200659,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,ENALAPRIL MALEATE,376.45,1.6,2,5,95.94,3.0
CHEMBL1200660,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,ISOSORBIDE,146.14,-1.49,2,4,58.92,3.5
CHEMBL1200682,O=C([O-])CCCO.[Na+],SODIUM OXYBATE,104.11,-0.16,2,2,57.53,4.5
CHEMBL1200695,CC(N)C(O)c1ccccc1.Cl,PHENYLPROPANOLAMINE HYDROCHLORIDE,151.21,1.07,2,2,46.25,4.5
CHEMBL1200701,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],DICLOXACILLIN SODIUM,470.33,3.2,2,6,112.74,3.0
CHEMBL1200703,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1.Cl,CHLORDIAZEPOXIDE HYDROCHLORIDE,299.76,2.95,1,3,50.46,4.5
CHEMBL1200705,Br.CC(N)Cc1ccc(O)cc1,HYDROXYAMPHETAMINE HYDROBROMIDE,151.21,1.28,2,2,46.25,4.5
CHEMBL1200715,CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl,HEXYLCAINE HYDROCHLORIDE,261.36,3.15,1,3,38.33,3.5
CHEMBL1200724,CN[C@@H](C)[C@@H](O)c1ccccc1.Cl,PSEUDOEPHEDRINE HYDROCHLORIDE,165.24,1.33,2,2,32.26,4.0
CHEMBL1200728,Cl.N=C(N)N,GUANIDINE HYDROCHLORIDE,59.07,-1.16,3,1,75.89,3.5
CHEMBL1200735,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl,MOXIFLOXACIN HYDROCHLORIDE,401.44,2.37,2,6,83.8,4.0
CHEMBL1200745,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,OXPRENOLOL HYDROCHLORIDE,265.35,1.99,2,4,50.72,4.0
CHEMBL1200748,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,CARBIDOPA,226.23,-0.05,5,5,115.81,3.5
CHEMBL1200749,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,LEVOBUPIVACAINE HYDROCHLORIDE,288.44,3.9,1,2,32.34,3.5
CHEMBL1200751,O.S=c1[nH]cnc2nc[nH]c12,MERCAPTOPURINE,152.18,0.64,2,4,54.46,3.5
CHEMBL1200756,Cc1ncc(CO)c(CO)c1O.Cl,PYRIDOXINE HYDROCHLORIDE,169.18,0.08,3,4,73.58,4.5
CHEMBL1200758,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],AMPICILLIN SODIUM,349.41,0.32,3,5,112.73,4.0
CHEMBL1200759,Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,ANAGRELIDE HYDROCHLORIDE,256.09,1.93,1,3,44.7,3.5
CHEMBL1200760,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+],BALSALAZIDE DISODIUM,357.32,2.71,4,6,148.65,3.0
CHEMBL1200763,O=C([O-])CNC(=O)c1ccccc1[131I].[Na+],IODOHIPPURATE SODIUM I 131,305.07,1.11,2,2,66.4,4.5
CHEMBL1200771,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-],TRIDIHEXETHYL CHLORIDE,318.53,4.72,1,1,20.23,3.5
CHEMBL1200772,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[K+],WARFARIN POTASSIUM,308.33,3.61,1,4,67.51,4.0
CHEMBL1200773,Cc1cccc(C)c1NC(=O)C(C)N.Cl,TOCAINIDE HYDROCHLORIDE,192.26,1.59,2,2,55.12,4.5
CHEMBL1200774,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,FLUPREDNISOLONE,378.44,1.51,3,5,94.83,3.5
