group_id,donor,state,region,gene,count,cpm,log1p_cpm,n_cells,passes_min10
H19.33.004|DAM|ITG,H19.33.004,DAM,ITG,IRF8,304.0,167.22628797246927,5.125310025293961,233,True
H19.33.004|DAM|ITG,H19.33.004,DAM,ITG,SPI1,159.0,87.46374930139018,4.482592855686133,233,True
H19.33.004|DAM|ITG,H19.33.004,DAM,ITG,BHLHE41,541.0,297.5967822141641,5.69909410880511,233,True
H19.33.004|DAM|ITG,H19.33.004,DAM,ITG,RUNX1,1766.0,971.452712366384,6.879821449494319,233,True
H19.33.004|DAM|ITG,H19.33.004,DAM,ITG,CEBPB,204.0,112.21764061310438,4.7293119894327535,233,True
H19.33.004|DAM|ITG,H19.33.004,DAM,ITG,PPARG,164.0,90.21418166935841,4.513210385751805,233,True
H19.33.004|DAM|ITG,H19.33.004,DAM,ITG,ACTB,538.0,295.9465227933831,5.693552064655586,233,True
H19.33.004|DAM|ITG,H19.33.004,DAM,ITG,GAPDH,262.0,144.12265608153604,4.977579288856005,233,True
H19.33.004|DAM|ITG,H19.33.004,DAM,ITG,B2M,516.0,283.8446203743228,5.651943839928591,233,True
H19.33.004|DAM|LEC,H19.33.004,DAM,LEC,IKZF1,76.0,491.858448316032,6.200222009723751,36,True
H19.33.004|DAM|LEC,H19.33.004,DAM,LEC,IKZF2,11.0,71.19003857205726,4.279302066463952,36,True
H19.33.004|DAM|LEC,H19.33.004,DAM,LEC,IKZF3,1.0,6.471821688368841,2.0111388366654595,36,True
H19.33.004|DAM|LEC,H19.33.004,DAM,LEC,IRF8,20.0,129.43643376737683,4.870886010524196,36,True
H19.33.004|DAM|LEC,H19.33.004,DAM,LEC,SPI1,9.0,58.24639519531957,4.081704937579054,36,True
H19.33.004|DAM|LEC,H19.33.004,DAM,LEC,BHLHE41,35.0,226.51375909290948,5.427210716091465,36,True
H19.33.004|DAM|LEC,H19.33.004,DAM,LEC,RUNX1,157.0,1016.0760050739082,6.924687127842017,36,True
H19.33.004|DAM|LEC,H19.33.004,DAM,LEC,CEBPB,20.0,129.43643376737683,4.870886010524196,36,True
H19.33.004|DAM|LEC,H19.33.004,DAM,LEC,PPARG,10.0,64.71821688368841,4.185376160781639,36,True
H19.33.004|DAM|LEC,H19.33.004,DAM,LEC,ACTB,34.0,220.04193740454062,5.398352445526716,36,True
H19.33.004|DAM|LEC,H19.33.004,DAM,LEC,GAPDH,12.0,77.6618602604261,4.365158416106504,36,True
H19.33.004|DAM|LEC,H19.33.004,DAM,LEC,B2M,43.0,278.2883325998602,5.63224469835807,36,True
H19.33.004|DAM|MEC,H19.33.004,DAM,MEC,IKZF1,393.0,547.63596839597,6.307435140327977,166,True
H19.33.004|DAM|MEC,H19.33.004,DAM,MEC,IKZF2,26.0,36.23036941042041,3.6171248102211204,166,True
H19.33.004|DAM|MEC,H19.33.004,DAM,MEC,IKZF3,2.0,2.7869514931092625,1.3315613400468302,166,True
H19.33.004|DAM|MEC,H19.33.004,DAM,MEC,IRF8,155.0,215.98874071596782,5.379845466092799,166,True
H19.33.004|DAM|MEC,H19.33.004,DAM,MEC,SPI1,75.0,104.51068099159734,4.6588121894180485,166,True
H19.33.004|DAM|MEC,H19.33.004,DAM,MEC,BHLHE41,213.0,296.8103340161365,5.696456820843728,166,True
H19.33.004|DAM|MEC,H19.33.004,DAM,MEC,RUNX1,643.0,896.0049050346279,6.799061330309874,166,True
H19.33.004|DAM|MEC,H19.33.004,DAM,MEC,CEBPB,72.0,100.33025375193344,4.618385021670388,166,True
H19.33.004|DAM|MEC,H19.33.004,DAM,MEC,PPARG,80.0,111.4780597243705,4.722758177952429,166,True
H19.33.004|DAM|MEC,H19.33.004,DAM,MEC,ACTB,318.0,443.1252874043727,6.096106701465941,166,True
H19.33.004|DAM|MEC,H19.33.004,DAM,MEC,GAPDH,102.0,142.13452614857238,4.963784930336903,166,True
H19.33.004|DAM|MEC,H19.33.004,DAM,MEC,B2M,134.0,186.7257500383206,5.2349821213878505,166,True
H19.33.004|DAM|MTG,H19.33.004,DAM,MTG,IKZF1,1663.0,623.2883463819105,6.436612355197831,474,True
H19.33.004|DAM|MTG,H19.33.004,DAM,MTG,IKZF2,146.0,54.720444120119616,4.0203471194491085,474,True
H19.33.004|DAM|MTG,H19.33.004,DAM,MTG,IKZF3,4.0,1.499190249866291,0.9159667793537195,474,True
H19.33.004|DAM|MTG,H19.33.004,DAM,MTG,IRF8,445.0,166.78491529762488,5.122682893076909,474,True
H19.33.004|DAM|MTG,H19.33.004,DAM,MTG,SPI1,282.0,105.69291261557352,4.669954732629908,474,True
H19.33.004|DAM|MTG,H19.33.004,DAM,MTG,BHLHE41,678.0,254.11274735233636,5.541705593920224,474,True
H19.33.004|DAM|MTG,H19.33.004,DAM,MTG,RUNX1,3070.0,1150.6285167723784,7.048932321172293,474,True
H19.33.004|DAM|MTG,H19.33.004,DAM,MTG,CEBPB,246.0,92.2002003667769,4.534749871547356,474,True
H19.33.004|DAM|MTG,H19.33.004,DAM,MTG,PPARG,257.0,96.3229735539092,4.578035071845475,474,True
H19.33.004|DAM|MTG,H19.33.004,DAM,MTG,ACTB,452.0,169.40849823489089,5.138198485422121,474,True
H19.33.004|DAM|MTG,H19.33.004,DAM,MTG,GAPDH,235.0,88.07742717964459,4.489505959839656,474,True
H19.33.004|DAM|MTG,H19.33.004,DAM,MTG,B2M,605.0,226.75252529227652,5.428259624079811,474,True
H19.33.004|DAM|STG,H19.33.004,DAM,STG,IKZF1,1629.0,565.1836465204776,6.33891848939328,268,True
H19.33.004|DAM|STG,H19.33.004,DAM,STG,IKZF2,192.0,66.61464710370271,4.2138246327103825,268,True
H19.33.004|DAM|STG,H19.33.004,DAM,STG,IKZF3,1.0,0.34695128699845157,0.29784373270484177,268,True
H19.33.004|DAM|STG,H19.33.004,DAM,STG,IRF8,536.0,185.96588983117002,5.230926192896401,268,True
H19.33.004|DAM|STG,H19.33.004,DAM,STG,SPI1,299.0,103.73843481253701,4.651466145189342,268,True
H19.33.004|DAM|STG,H19.33.004,DAM,STG,BHLHE41,805.0,279.2957860337535,5.635845424285895,268,True
H19.33.004|DAM|STG,H19.33.004,DAM,STG,RUNX1,4154.0,1441.2356461915679,7.273949720715533,268,True
H19.33.004|DAM|STG,H19.33.004,DAM,STG,CEBPB,211.0,73.20672155667327,4.3068547330877385,268,True
H19.33.004|DAM|STG,H19.33.004,DAM,STG,PPARG,230.0,79.79879600964385,4.391962064545286,268,True
H19.33.004|DAM|STG,H19.33.004,DAM,STG,ACTB,516.0,179.02686409120102,5.193106084705407,268,True
H19.33.004|DAM|STG,H19.33.004,DAM,STG,GAPDH,196.0,68.00245225169651,4.2341420438453925,268,True
H19.33.004|DAM|STG,H19.33.004,DAM,STG,B2M,492.0,170.70003320323818,5.145748961282783,268,True
H19.33.004|DAM|V1C,H19.33.004,DAM,V1C,IKZF1,719.0,511.6844095667193,6.239660469836415,219,True
H19.33.004|DAM|V1C,H19.33.004,DAM,V1C,IKZF2,98.0,69.74279852230667,4.259050743672053,219,True
H19.33.004|DAM|V1C,H19.33.004,DAM,V1C,IKZF3,3.0,2.1349836282338774,1.1426239518173014,219,True
H19.33.004|DAM|V1C,H19.33.004,DAM,V1C,IRF8,272.0,193.57184895987155,5.270801498238522,219,True
H19.33.004|DAM|V1C,H19.33.004,DAM,V1C,SPI1,100.0,71.16612094112925,4.278970696729158,219,True
H19.33.004|DAM|V1C,H19.33.004,DAM,V1C,BHLHE41,302.0,214.92168524221032,5.374915773617278,219,True
H19.33.004|DAM|V1C,H19.33.004,DAM,V1C,RUNX1,1197.0,851.8584676653171,6.748593610706546,219,True
H19.33.004|DAM|V1C,H19.33.004,DAM,V1C,CEBPB,70.0,49.81628465879047,3.9282168673641458,219,True
H19.33.004|DAM|V1C,H19.33.004,DAM,V1C,PPARG,158.0,112.44247108698421,4.731295845753409,219,True
H19.33.004|DAM|V1C,H19.33.004,DAM,V1C,ACTB,463.0,329.49913995742844,5.800604057041543,219,True
H19.33.004|DAM|V1C,H19.33.004,DAM,V1C,GAPDH,225.0,160.1237721175408,5.082172840547868,219,True
H19.33.004|DAM|V1C,H19.33.004,DAM,V1C,B2M,340.0,241.96481119983946,5.492916622977382,219,True
H19.33.004|Homeostatic|AnG,H19.33.004,Homeostatic,AnG,IKZF1,18.0,593.002569677802,6.386883645410193,4,False
H19.33.004|Homeostatic|AnG,H19.33.004,Homeostatic,AnG,IKZF2,0.0,0.0,0.0,4,False
H19.33.004|Homeostatic|AnG,H19.33.004,Homeostatic,AnG,IKZF3,0.0,0.0,0.0,4,False
H19.33.004|Homeostatic|AnG,H19.33.004,Homeostatic,AnG,IRF8,0.0,0.0,0.0,4,False
H19.33.004|Homeostatic|AnG,H19.33.004,Homeostatic,AnG,SPI1,4.0,131.77834881728933,4.88868118773613,4,False
H19.33.004|Homeostatic|AnG,H19.33.004,Homeostatic,AnG,BHLHE41,0.0,0.0,0.0,4,False
H19.33.004|Homeostatic|AnG,H19.33.004,Homeostatic,AnG,RUNX1,17.0,560.0579824734796,6.329824255749577,4,False
H19.33.004|Homeostatic|AnG,H19.33.004,Homeostatic,AnG,CEBPB,0.0,0.0,0.0,4,False
H19.33.004|Homeostatic|AnG,H19.33.004,Homeostatic,AnG,PPARG,16.0,527.1133952691573,6.269311024415169,4,False
H19.33.004|Homeostatic|AnG,H19.33.004,Homeostatic,AnG,ACTB,0.0,0.0,0.0,4,False
H19.33.004|Homeostatic|AnG,H19.33.004,Homeostatic,AnG,GAPDH,1.0,32.94458720432233,3.52472940695857,4,False
H19.33.004|Homeostatic|AnG,H19.33.004,Homeostatic,AnG,B2M,2.0,65.88917440864466,4.203037136531269,4,False
H19.33.004|Homeostatic|DFC,H19.33.004,Homeostatic,DFC,IKZF1,11.0,722.6857630904672,6.584357269287349,2,False
H19.33.004|Homeostatic|DFC,H19.33.004,Homeostatic,DFC,IKZF2,0.0,0.0,0.0,2,False
H19.33.004|Homeostatic|DFC,H19.33.004,Homeostatic,DFC,IKZF3,0.0,0.0,0.0,2,False
H19.33.004|Homeostatic|DFC,H19.33.004,Homeostatic,DFC,IRF8,0.0,0.0,0.0,2,False
H19.33.004|Homeostatic|DFC,H19.33.004,Homeostatic,DFC,SPI1,1.0,65.69870573549701,4.200185548467901,2,False
H19.33.004|Homeostatic|DFC,H19.33.004,Homeostatic,DFC,BHLHE41,0.0,0.0,0.0,2,False
H19.33.004|Homeostatic|DFC,H19.33.004,Homeostatic,DFC,RUNX1,6.0,394.19223441298203,5.979372315915932,2,False
H19.33.004|Homeostatic|DFC,H19.33.004,Homeostatic,DFC,CEBPB,0.0,0.0,0.0,2,False
H19.33.004|Homeostatic|DFC,H19.33.004,Homeostatic,DFC,PPARG,6.0,394.19223441298203,5.979372315915932,2,False
H19.33.004|Homeostatic|DFC,H19.33.004,Homeostatic,DFC,ACTB,4.0,262.79482294198806,5.57517161515504,2,False
H19.33.004|Homeostatic|DFC,H19.33.004,Homeostatic,DFC,GAPDH,0.0,0.0,0.0,2,False
H19.33.004|Homeostatic|DFC,H19.33.004,Homeostatic,DFC,B2M,5.0,328.4935286774851,5.79755671392416,2,False
H19.33.004|Homeostatic|FI,H19.33.004,Homeostatic,FI,IKZF1,5.0,247.94208072994147,5.517220261897109,7,False
H19.33.004|Homeostatic|FI,H19.33.004,Homeostatic,FI,IKZF2,1.0,49.5884161459883,3.9237226201637854,7,False
H19.33.004|Homeostatic|FI,H19.33.004,Homeostatic,FI,IKZF3,0.0,0.0,0.0,7,False
H19.33.004|Homeostatic|FI,H19.33.004,Homeostatic,FI,IRF8,1.0,49.5884161459883,3.9237226201637854,7,False
H19.33.004|Homeostatic|FI,H19.33.004,Homeostatic,FI,SPI1,4.0,198.3536645839532,5.295080456321827,7,False
H19.33.004|Homeostatic|FI,H19.33.004,Homeostatic,FI,BHLHE41,1.0,49.5884161459883,3.9237226201637854,7,False
H19.33.004|Homeostatic|FI,H19.33.004,Homeostatic,FI,RUNX1,19.0,942.1799067737776,6.849257045745372,7,False
H19.33.004|Homeostatic|FI,H19.33.004,Homeostatic,FI,CEBPB,6.0,297.53049687592977,5.698872094702497,7,False
H19.33.004|Homeostatic|FI,H19.33.004,Homeostatic,FI,PPARG,0.0,0.0,0.0,7,False
H19.33.004|Homeostatic|FI,H19.33.004,Homeostatic,FI,ACTB,5.0,247.94208072994147,5.517220261897109,7,False
H19.33.004|Homeostatic|FI,H19.33.004,Homeostatic,FI,GAPDH,0.0,0.0,0.0,7,False
H19.33.004|Homeostatic|FI,H19.33.004,Homeostatic,FI,B2M,4.0,198.3536645839532,5.295080456321827,7,False
H19.33.004|Homeostatic|HIP,H19.33.004,Homeostatic,HIP,IKZF1,11.0,262.02329625306686,5.572242607163884,7,False
H19.33.004|Homeostatic|HIP,H19.33.004,Homeostatic,HIP,IKZF2,1.0,23.820299659369716,3.2116618530061465,7,False
H19.33.004|Homeostatic|HIP,H19.33.004,Homeostatic,HIP,IKZF3,0.0,0.0,0.0,7,False
H19.33.004|Homeostatic|HIP,H19.33.004,Homeostatic,HIP,IRF8,4.0,95.28119863747887,4.567273062333419,7,False
H19.33.004|Homeostatic|HIP,H19.33.004,Homeostatic,HIP,SPI1,5.0,119.10149829684858,4.788337204419016,7,False
H19.33.004|Homeostatic|HIP,H19.33.004,Homeostatic,HIP,BHLHE41,2.0,47.64059931873943,3.8844585591021388,7,False
H19.33.004|Homeostatic|HIP,H19.33.004,Homeostatic,HIP,RUNX1,32.0,762.2495890998309,6.637585093258905,7,False
H19.33.004|Homeostatic|HIP,H19.33.004,Homeostatic,HIP,CEBPB,3.0,71.46089897810914,4.2830470919330175,7,False
H19.33.004|Homeostatic|HIP,H19.33.004,Homeostatic,HIP,PPARG,7.0,166.742097615588,5.122427666638372,7,False
H19.33.004|Homeostatic|HIP,H19.33.004,Homeostatic,HIP,ACTB,1.0,23.820299659369716,3.2116618530061465,7,False
H19.33.004|Homeostatic|HIP,H19.33.004,Homeostatic,HIP,GAPDH,2.0,47.64059931873943,3.8844585591021388,7,False
H19.33.004|Homeostatic|HIP,H19.33.004,Homeostatic,HIP,B2M,5.0,119.10149829684858,4.788337204419016,7,False
H19.33.004|Homeostatic|ITG,H19.33.004,Homeostatic,ITG,IKZF1,17.0,332.7070612180993,5.810263545911333,8,False
H19.33.004|Homeostatic|ITG,H19.33.004,Homeostatic,ITG,IKZF2,0.0,0.0,0.0,8,False
H19.33.004|Homeostatic|ITG,H19.33.004,Homeostatic,ITG,IKZF3,0.0,0.0,0.0,8,False
H19.33.004|Homeostatic|ITG,H19.33.004,Homeostatic,ITG,IRF8,5.0,97.85501800532332,4.593654312165548,8,False
H19.33.004|Homeostatic|ITG,H19.33.004,Homeostatic,ITG,SPI1,5.0,97.85501800532332,4.593654312165548,8,False
H19.33.004|Homeostatic|ITG,H19.33.004,Homeostatic,ITG,BHLHE41,1.0,19.571003601064664,3.0238824920257232,8,False
H19.33.004|Homeostatic|ITG,H19.33.004,Homeostatic,ITG,RUNX1,39.0,763.2691404415218,6.638920005195991,8,False
H19.33.004|Homeostatic|ITG,H19.33.004,Homeostatic,ITG,CEBPB,3.0,58.71301080319399,4.089549933055778,8,False
H19.33.004|Homeostatic|ITG,H19.33.004,Homeostatic,ITG,PPARG,6.0,117.42602160638798,4.7742884753834405,8,False
H19.33.004|Homeostatic|ITG,H19.33.004,Homeostatic,ITG,ACTB,4.0,78.28401440425866,4.373036524514995,8,False
H19.33.004|Homeostatic|ITG,H19.33.004,Homeostatic,ITG,GAPDH,1.0,19.571003601064664,3.0238824920257232,8,False
H19.33.004|Homeostatic|ITG,H19.33.004,Homeostatic,ITG,B2M,4.0,78.28401440425866,4.373036524514995,8,False
H19.33.004|Homeostatic|MEC,H19.33.004,Homeostatic,MEC,IKZF1,5.0,475.9185227489054,6.167345664451178,5,False
H19.33.004|Homeostatic|MEC,H19.33.004,Homeostatic,MEC,IKZF2,0.0,0.0,0.0,5,False
H19.33.004|Homeostatic|MEC,H19.33.004,Homeostatic,MEC,IKZF3,0.0,0.0,0.0,5,False
H19.33.004|Homeostatic|MEC,H19.33.004,Homeostatic,MEC,IRF8,0.0,0.0,0.0,5,False
H19.33.004|Homeostatic|MEC,H19.33.004,Homeostatic,MEC,SPI1,3.0,285.5511136493432,5.657916927395161,5,False
H19.33.004|Homeostatic|MEC,H19.33.004,Homeostatic,MEC,BHLHE41,0.0,0.0,0.0,5,False
H19.33.004|Homeostatic|MEC,H19.33.004,Homeostatic,MEC,RUNX1,3.0,285.5511136493432,5.657916927395161,5,False
H19.33.004|Homeostatic|MEC,H19.33.004,Homeostatic,MEC,CEBPB,1.0,95.18370454978108,4.566259951948904,5,False
H19.33.004|Homeostatic|MEC,H19.33.004,Homeostatic,MEC,PPARG,0.0,0.0,0.0,5,False
H19.33.004|Homeostatic|MEC,H19.33.004,Homeostatic,MEC,ACTB,1.0,95.18370454978108,4.566259951948904,5,False
H19.33.004|Homeostatic|MEC,H19.33.004,Homeostatic,MEC,GAPDH,1.0,95.18370454978108,4.566259951948904,5,False
H19.33.004|Homeostatic|MEC,H19.33.004,Homeostatic,MEC,B2M,5.0,475.9185227489054,6.167345664451178,5,False
H19.33.004|Homeostatic|MTG,H19.33.004,Homeostatic,MTG,IKZF1,18.0,307.8712414052612,5.732924495575119,9,False
H19.33.004|Homeostatic|MTG,H19.33.004,Homeostatic,MTG,IKZF2,3.0,51.31187356754353,3.9572233733640125,9,False
H19.33.004|Homeostatic|MTG,H19.33.004,Homeostatic,MTG,IKZF3,0.0,0.0,0.0,9,False
H19.33.004|Homeostatic|MTG,H19.33.004,Homeostatic,MTG,IRF8,9.0,153.9356207026306,5.043009680331807,9,False
H19.33.004|Homeostatic|MTG,H19.33.004,Homeostatic,MTG,SPI1,6.0,102.62374713508706,4.640766523009265,9,False
H19.33.004|Homeostatic|MTG,H19.33.004,Homeostatic,MTG,BHLHE41,1.0,17.103957855847842,2.896130580436781,9,False
H19.33.004|Homeostatic|MTG,H19.33.004,Homeostatic,MTG,RUNX1,43.0,735.4701878014572,6.60186875687766,9,False
H19.33.004|Homeostatic|MTG,H19.33.004,Homeostatic,MTG,CEBPB,4.0,68.41583142339137,4.240114959990363,9,False
H19.33.004|Homeostatic|MTG,H19.33.004,Homeostatic,MTG,PPARG,5.0,85.51978927923922,4.460373165566858,9,False
H19.33.004|Homeostatic|MTG,H19.33.004,Homeostatic,MTG,ACTB,3.0,51.31187356754353,3.9572233733640125,9,False
H19.33.004|Homeostatic|MTG,H19.33.004,Homeostatic,MTG,GAPDH,4.0,68.41583142339137,4.240114959990363,9,False
H19.33.004|Homeostatic|MTG,H19.33.004,Homeostatic,MTG,B2M,14.0,239.45540998186982,5.4825346668753046,9,False
H19.33.004|Homeostatic|STG,H19.33.004,Homeostatic,STG,IKZF1,13.0,275.58721275332823,5.622526188058356,7,False
H19.33.004|Homeostatic|STG,H19.33.004,Homeostatic,STG,IKZF2,0.0,0.0,0.0,7,False
H19.33.004|Homeostatic|STG,H19.33.004,Homeostatic,STG,IKZF3,0.0,0.0,0.0,7,False
H19.33.004|Homeostatic|STG,H19.33.004,Homeostatic,STG,IRF8,3.0,63.5970490969219,4.168168730130999,7,False
H19.33.004|Homeostatic|STG,H19.33.004,Homeostatic,STG,SPI1,9.0,190.7911472907657,5.25640700544442,7,False
H19.33.004|Homeostatic|STG,H19.33.004,Homeostatic,STG,BHLHE41,1.0,21.199016365640635,3.100047980042586,7,False
H19.33.004|Homeostatic|STG,H19.33.004,Homeostatic,STG,RUNX1,20.0,423.9803273128127,6.052042879177328,7,False
H19.33.004|Homeostatic|STG,H19.33.004,Homeostatic,STG,CEBPB,3.0,63.5970490969219,4.168168730130999,7,False
H19.33.004|Homeostatic|STG,H19.33.004,Homeostatic,STG,PPARG,1.0,21.199016365640635,3.100047980042586,7,False
H19.33.004|Homeostatic|STG,H19.33.004,Homeostatic,STG,ACTB,3.0,63.5970490969219,4.168168730130999,7,False
H19.33.004|Homeostatic|STG,H19.33.004,Homeostatic,STG,GAPDH,2.0,42.39803273128127,3.7704141113066583,7,False
H19.33.004|Homeostatic|STG,H19.33.004,Homeostatic,STG,B2M,9.0,190.7911472907657,5.25640700544442,7,False
H19.33.004|Homeostatic|V1C,H19.33.004,Homeostatic,V1C,IKZF1,7.0,186.3139123259961,5.2327858849937146,7,False
H19.33.004|Homeostatic|V1C,H19.33.004,Homeostatic,V1C,IKZF2,1.0,26.616273189428018,3.318405207285026,7,False
H19.33.004|Homeostatic|V1C,H19.33.004,Homeostatic,V1C,IKZF3,1.0,26.616273189428018,3.318405207285026,7,False
H19.33.004|Homeostatic|V1C,H19.33.004,Homeostatic,V1C,IRF8,5.0,133.08136594714009,4.8984468242351324,7,False
H19.33.004|Homeostatic|V1C,H19.33.004,Homeostatic,V1C,SPI1,4.0,106.46509275771207,4.677166076302328,7,False
H19.33.004|Homeostatic|V1C,H19.33.004,Homeostatic,V1C,BHLHE41,4.0,106.46509275771207,4.677166076302328,7,False
H19.33.004|Homeostatic|V1C,H19.33.004,Homeostatic,V1C,RUNX1,6.0,159.69763913656809,5.079524581512764,7,False
H19.33.004|Homeostatic|V1C,H19.33.004,Homeostatic,V1C,CEBPB,3.0,79.84881956828404,4.392580985647935,7,False
H19.33.004|Homeostatic|V1C,H19.33.004,Homeostatic,V1C,PPARG,22.0,585.5580101674165,6.374271572268705,7,False
H19.33.004|Homeostatic|V1C,H19.33.004,Homeostatic,V1C,ACTB,5.0,133.08136594714009,4.8984468242351324,7,False
H19.33.004|Homeostatic|V1C,H19.33.004,Homeostatic,V1C,GAPDH,2.0,53.232546378856036,3.9932812149203687,7,False
