"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Sncg","Pax6","NRG1","ERBB4",0.104242677351021,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Pax6","NRG1","ERBB4",0.0271295756821021,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Pax6","NRG1","ERBB4",0.290297489017018,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Pax6","NRG1","ERBB4",0.106992646197942,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Pvalb","NRG1","ERBB4",0.263390889935007,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Pvalb","NRG1","ERBB4",0.416729951051407,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Pvalb","NRG1","ERBB4",0.183827060184487,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Pvalb","NRG1","ERBB4",0.0345954717313426,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Pvalb","NRG1","ERBB4",0.133728944780335,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Pvalb","NRG1","ERBB4",0.0356721379973518,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Pvalb","NRG1","ERBB4",0.351745684707743,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Pvalb","NRG1","ERBB4",0.137137686533729,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Sncg","NRG1","ERBB4",0.236686700277844,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Sncg","NRG1","ERBB4",0.382553257573631,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Sncg","NRG1","ERBB4",0.163400132182303,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Sncg","NRG1","ERBB4",0.0301388616401993,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Sncg","NRG1","ERBB4",0.118063653169994,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Sncg","NRG1","ERBB4",0.031081296449105,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Sncg","NRG1","ERBB4",0.319974776897769,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Sncg","NRG1","ERBB4",0.121128922018173,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Sst","NRG1","ERBB4",0.0805254370455618,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Sst","NRG1","ERBB4",0.148929369369526,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Sst","NRG1","ERBB4",0.0522801625317169,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Sst","NRG1","ERBB4",0.0364320547364972,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Sst","NRG1","ERBB4",0.117306719477917,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Sst","NRG1","ERBB4",0.0374679743019246,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Sst Chodl","NRG1","ERBB4",0.104408771932456,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Sst Chodl","NRG1","ERBB4",0.188932097603683,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Sst Chodl","NRG1","ERBB4",0.0684094086617908,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Sst Chodl","NRG1","ERBB4",0.0479191322133859,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Sst Chodl","NRG1","ERBB4",0.150315730618691,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Sst Chodl","NRG1","ERBB4",0.0492649789875217,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Vascular","NRG1","ERBB4",0.0405147545331659,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Vascular","NRG1","ERBB4",0.0778069070172871,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Vascular","NRG1","ERBB4",0.0259082664784003,0.04,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Vascular","NRG1","ERBB4",0.0602174011337562,0.01,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Vip","NRG1","ERBB4",0.255882137678252,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Vip","NRG1","ERBB4",0.407266722671554,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Vip","NRG1","ERBB4",0.17803828977727,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Vip","NRG1","ERBB4",0.033314233536261,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Vip","NRG1","ERBB4",0.129267913564094,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Vip","NRG1","ERBB4",0.0343524444874631,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Vip","NRG1","ERBB4",0.342890619965234,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Vip","NRG1","ERBB4",0.13258034714094,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Oligodendrocyte","NRG2","ERBB3",0.0279035969752628,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Oligodendrocyte","NRG2","ERBB3",0.0415706935556598,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Oligodendrocyte","NRG2","ERBB3",0.0297861885597651,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Oligodendrocyte","NRG2","ERBB3",0.044072363901168,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Oligodendrocyte","NRG2","ERBB3",0.0462723368274428,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Oligodendrocyte","NRG2","ERBB3",0.0338801309278412,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Oligodendrocyte","NRG2","ERBB3",0.0390937744911142,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Oligodendrocyte","NRG2","ERBB3",0.0451760759228817,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Oligodendrocyte","NRG2","ERBB3",0.0400756603694163,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Oligodendrocyte","NRG2","ERBB3",0.0325642472793709,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Oligodendrocyte","NRG2","ERBB3",0.0444504302431716,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Oligodendrocyte","NRG2","ERBB3",0.0421771358711535,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","OPC","NRG2","ERBB3",0.0119553713349111,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","OPC","NRG2","ERBB3",0.017955358043095,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","OPC","NRG2","ERBB3",0.012776114347514,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","OPC","NRG2","ERBB3",0.0190641561270472,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","OPC","NRG2","ERBB3",0.0200419598304168,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","OPC","NRG2","ERBB3",0.0145672215100889,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","OPC","NRG2","ERBB3",0.0168607651188565,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","OPC","NRG2","ERBB3",0.0195543944137567,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","OPC","NRG2","ERBB3",0.0172942931300072,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","OPC","NRG2","ERBB3",0.0139905771262399,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","OPC","NRG2","ERBB3",0.0192320103676627,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","OPC","NRG2","ERBB3",0.0182238452375109,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Astrocyte","NRG2","ERBB4",0.0964871862975623,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Astrocyte","NRG2","ERBB4",0.138944897117005,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Astrocyte","NRG2","ERBB4",0.102509012372063,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Astrocyte","NRG2","ERBB4",0.146411259627319,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Astrocyte","NRG2","ERBB4",0.1529026008184,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Astrocyte","NRG2","ERBB4",0.115409323459627,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Astrocyte","NRG2","ERBB4",0.131461909793786,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Astrocyte","NRG2","ERBB4",0.149676572175702,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Astrocyte","NRG2","ERBB4",0.134439150501341,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Astrocyte","NRG2","ERBB4",0.111291664004396,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Astrocyte","NRG2","ERBB4",0.147531731987084,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Astrocyte","NRG2","ERBB4",0.140763226197783,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Chandelier","NRG2","ERBB4",0.126106800160501,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Chandelier","NRG2","ERBB4",0.179015770369571,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Chandelier","NRG2","ERBB4",0.133703648580359,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Chandelier","NRG2","ERBB4",0.188164840171013,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Chandelier","NRG2","ERBB4",0.1960821340844,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Chandelier","NRG2","ERBB4",0.149874105067854,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Chandelier","NRG2","ERBB4",0.16980030224546,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Chandelier","NRG2","ERBB4",0.192151731606324,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Chandelier","NRG2","ERBB4",0.173472383098559,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Chandelier","NRG2","ERBB4",0.144727970372517,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Chandelier","NRG2","ERBB4",0.189533897957667,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Chandelier","NRG2","ERBB4",0.181248111872101,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Lamp5","NRG2","ERBB4",0.106242420001985,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Lamp5","NRG2","ERBB4",0.15226933186814,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Lamp5","NRG2","ERBB4",0.112797068280737,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Lamp5","NRG2","ERBB4",0.160318386564171,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Lamp5","NRG2","ERBB4",0.167305465647024,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Lamp5","NRG2","ERBB4",0.126809153272342,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Lamp5","NRG2","ERBB4",0.14418891271712,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Lamp5","NRG2","ERBB4",0.163834329374329,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Lamp5","NRG2","ERBB4",0.147405466500692,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Lamp5","NRG2","ERBB4",0.122341014187035,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Lamp5","NRG2","ERBB4",0.161525149111633,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Lamp5","NRG2","ERBB4",0.154230800353355,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Lamp5 Lhx6","NRG2","ERBB4",0.118076729341758,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Lamp5 Lhx6","NRG2","ERBB4",0.168265332272039,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Lamp5 Lhx6","NRG2","ERBB4",0.125259172239748,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Lamp5 Lhx6","NRG2","ERBB4",0.176983415824914,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Lamp5 Lhx6","NRG2","ERBB4",0.184537178735184,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Lamp5 Lhx6","NRG2","ERBB4",0.140574058381374,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Lamp5 Lhx6","NRG2","ERBB4",0.159495766467629,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Lamp5 Lhx6","NRG2","ERBB4",0.180786150232544,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Lamp5 Lhx6","NRG2","ERBB4",0.162988752593996,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Lamp5 Lhx6","NRG2","ERBB4",0.135696282508446,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Lamp5 Lhx6","NRG2","ERBB4",0.178288985727981,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Lamp5 Lhx6","NRG2","ERBB4",0.170391438208406,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Oligodendrocyte","NRG2","ERBB4",0.0979532901184919,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Oligodendrocyte","NRG2","ERBB4",0.0713756940521869,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Oligodendrocyte","NRG2","ERBB4",0.103481646170787,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Oligodendrocyte","NRG2","ERBB4",0.108311158421768,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Oligodendrocyte","NRG2","ERBB4",0.0807103537378782,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Oligodendrocyte","NRG2","ERBB4",0.0924409314567644,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Oligodendrocyte","NRG2","ERBB4",0.105908320620636,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Oligodendrocyte","NRG2","ERBB4",0.0946307416032593,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Oligodendrocyte","NRG2","ERBB4",0.0777219352986901,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Oligodendrocyte","NRG2","ERBB4",0.104313731172348,0.04,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Oligodendrocyte","NRG2","ERBB4",0.0992970375474278,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","OPC","NRG2","ERBB4",0.0930481792428504,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","OPC","NRG2","ERBB4",0.134217406676653,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","OPC","NRG2","ERBB4",0.0988788635182574,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","OPC","NRG2","ERBB4",0.141471470425031,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","OPC","NRG2","ERBB4",0.147781716943699,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","OPC","NRG2","ERBB4",0.11137903008564,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","OPC","NRG2","ERBB4",0.126951484195863,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","OPC","NRG2","ERBB4",0.144645282863025,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","OPC","NRG2","ERBB4",0.129841847155306,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","OPC","NRG2","ERBB4",0.107387709877236,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","OPC","NRG2","ERBB4",0.14256045273927,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","OPC","NRG2","ERBB4",0.135983639033877,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Pax6","NRG2","ERBB4",0.101929347250182,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Pax6","NRG2","ERBB4",0.146393784451967,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Pax6","NRG2","ERBB4",0.108250128610718,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Pax6","NRG2","ERBB4",0.154188744454253,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Pax6","NRG2","ERBB4",0.160959887786305,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Pax6","NRG2","ERBB4",0.121774903364289,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Pax6","NRG2","ERBB4",0.138574193150249,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Pax6","NRG2","ERBB4",0.157595488390782,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Pax6","NRG2","ERBB4",0.141686230817962,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Pax6","NRG2","ERBB4",0.117460285587056,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Pax6","NRG2","ERBB4",0.155357904169984,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Pax6","NRG2","ERBB4",0.148292806384145,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Pvalb","NRG2","ERBB4",0.130856853259846,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Pvalb","NRG2","ERBB4",0.185336080982072,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Pvalb","NRG2","ERBB4",0.138694437007308,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Pvalb","NRG2","ERBB4",0.194731549734207,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Pvalb","NRG2","ERBB4",0.202856106083888,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Pvalb","NRG2","ERBB4",0.155360243609244,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Pvalb","NRG2","ERBB4",0.175864948764054,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Pvalb","NRG2","ERBB4",0.198823502916761,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Pvalb","NRG2","ERBB4",0.179639803788592,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Pvalb","NRG2","ERBB4",0.150058985404227,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Pvalb","NRG2","ERBB4",0.196136842767558,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Pvalb","NRG2","ERBB4",0.187629224805331,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Sncg","NRG2","ERBB4",0.115483153111383,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Sncg","NRG2","ERBB4",0.164775323184131,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
