"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"ExcNeuron","Sncg","NRG2","ERBB4",0.122529751225006,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Sncg","NRG2","ERBB4",0.173350271136858,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Sncg","NRG2","ERBB4",0.180783030562972,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Sncg","NRG2","ERBB4",0.137563403644178,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Sncg","NRG2","ERBB4",0.156153498957737,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Sncg","NRG2","ERBB4",0.177091739545689,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Sncg","NRG2","ERBB4",0.159587186652115,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Sncg","NRG2","ERBB4",0.132773955206053,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Sncg","NRG2","ERBB4",0.174634726942638,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Sncg","NRG2","ERBB4",0.166866178419546,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Vip","NRG2","ERBB4",0.126477643042164,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Vip","NRG2","ERBB4",0.179510242560575,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Vip","NRG2","ERBB4",0.134093403605306,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Vip","NRG2","ERBB4",0.18867877580352,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Vip","NRG2","ERBB4",0.196612457172132,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Vip","NRG2","ERBB4",0.150302819591328,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Vip","NRG2","ERBB4",0.170274599117891,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Vip","NRG2","ERBB4",0.192673972255944,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Vip","NRG2","ERBB4",0.173954787852887,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Vip","NRG2","ERBB4",0.145144477664871,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Vip","NRG2","ERBB4",0.190050697531012,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Vip","NRG2","ERBB4",0.181747385134872,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Astrocyte","NRG3","ERBB4",0.399325189873419,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Astrocyte","NRG3","ERBB4",0.391982323112695,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Astrocyte","NRG3","ERBB4",0.381555140186379,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Astrocyte","NRG3","ERBB4",0.367780202969079,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Astrocyte","NRG3","ERBB4",0.363375215512057,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Astrocyte","NRG3","ERBB4",0.309059005491853,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Astrocyte","NRG3","ERBB4",0.384697022877442,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Astrocyte","NRG3","ERBB4",0.387714908205658,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Astrocyte","NRG3","ERBB4",0.373753651844865,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Astrocyte","NRG3","ERBB4",0.374081306329312,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Astrocyte","NRG3","ERBB4",0.393301308222102,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Chandelier","NRG3","ERBB4",0.47321902082653,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Chandelier","NRG3","ERBB4",0.465570537573129,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Chandelier","NRG3","ERBB4",0.454649581355925,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Chandelier","NRG3","ERBB4",0.440113717343955,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Chandelier","NRG3","ERBB4",0.435439073720759,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Chandelier","NRG3","ERBB4",0.376725285545509,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Chandelier","NRG3","ERBB4",0.457947664924497,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Chandelier","NRG3","ERBB4",0.461109553464674,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Chandelier","NRG3","ERBB4",0.446432408922066,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Chandelier","NRG3","ERBB4",0.446778322534878,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Chandelier","NRG3","ERBB4",0.38382120511366,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Chandelier","NRG3","ERBB4",0.466946974305162,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Lamp5","NRG3","ERBB4",0.425286488481518,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Lamp5","NRG3","ERBB4",0.41779828214057,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Lamp5","NRG3","ERBB4",0.407144219784724,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Lamp5","NRG3","ERBB4",0.393032566688349,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Lamp5","NRG3","ERBB4",0.388510989178728,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Lamp5","NRG3","ERBB4",0.33239930792406,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Lamp5","NRG3","ERBB4",0.410357000328338,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Lamp5","NRG3","ERBB4",0.41344092547114,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Lamp5","NRG3","ERBB4",0.399157212610039,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Lamp5","NRG3","ERBB4",0.39949293078593,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Lamp5","NRG3","ERBB4",0.339114577450825,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Lamp5","NRG3","ERBB4",0.419144251871021,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Lamp5 Lhx6","NRG3","ERBB4",0.454583544561058,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Lamp5 Lhx6","NRG3","ERBB4",0.446980688948003,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Lamp5 Lhx6","NRG3","ERBB4",0.436139931536351,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Lamp5 Lhx6","NRG3","ERBB4",0.421738204340476,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Lamp5 Lhx6","NRG3","ERBB4",0.41711333089441,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Lamp5 Lhx6","NRG3","ERBB4",0.359297951717338,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Lamp5 Lhx6","NRG3","ERBB4",0.439411931886569,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Lamp5 Lhx6","NRG3","ERBB4",0.442550327826122,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Lamp5 Lhx6","NRG3","ERBB4",0.427994749112207,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Lamp5 Lhx6","NRG3","ERBB4",0.428337430839147,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Lamp5 Lhx6","NRG3","ERBB4",0.36625850956621,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Lamp5 Lhx6","NRG3","ERBB4",0.448348273209626,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Oligodendrocyte","NRG3","ERBB4",0.309091059926125,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Oligodendrocyte","NRG3","ERBB4",0.302571642621527,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Oligodendrocyte","NRG3","ERBB4",0.293375269538581,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Oligodendrocyte","NRG3","ERBB4",0.296138736058324,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Oligodendrocyte","NRG3","ERBB4",0.298799263881069,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Oligodendrocyte","NRG3","ERBB4",0.303740065305124,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","OPC","NRG3","ERBB4",0.389748514639934,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","OPC","NRG3","ERBB4",0.382469618322561,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","OPC","NRG3","ERBB4",0.37214060432524,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","OPC","NRG3","ERBB4",0.358508522699568,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","OPC","NRG3","ERBB4",0.354152377619396,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","OPC","NRG3","ERBB4",0.300563902414881,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","OPC","NRG3","ERBB4",0.375252002353012,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","OPC","NRG3","ERBB4",0.378241340773205,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","OPC","NRG3","ERBB4",0.364418183375207,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","OPC","NRG3","ERBB4",0.364742420428313,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","OPC","NRG3","ERBB4",0.383776798159626,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Pax6","NRG3","ERBB4",0.414021213324402,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Pax6","NRG3","ERBB4",0.406591031616384,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Pax6","NRG3","ERBB4",0.396028357796269,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Pax6","NRG3","ERBB4",0.382053697771264,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Pax6","NRG3","ERBB4",0.377579853791506,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Pax6","NRG3","ERBB4",0.322215026977054,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Pax6","NRG3","ERBB4",0.399212488029403,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Pax6","NRG3","ERBB4",0.402269798484243,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Pax6","NRG3","ERBB4",0.388116656820669,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Pax6","NRG3","ERBB4",0.388449092512861,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Pax6","NRG3","ERBB4",0.328825889885105,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Pax6","NRG3","ERBB4",0.407926193712599,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Pvalb","NRG3","ERBB4",0.483805324827468,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Pvalb","NRG3","ERBB4",0.47614039308059,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Pvalb","NRG3","ERBB4",0.465187313251204,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Pvalb","NRG3","ERBB4",0.450592909715479,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Pvalb","NRG3","ERBB4",0.445895604995588,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Pvalb","NRG3","ERBB4",0.386737719691547,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Pvalb","NRG3","ERBB4",0.468496169511652,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Pvalb","NRG3","ERBB4",0.471667515182455,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Pvalb","NRG3","ERBB4",0.456939264595078,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Pvalb","NRG3","ERBB4",0.457286594179765,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Pvalb","NRG3","ERBB4",0.393903043156714,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Pvalb","NRG3","ERBB4",0.477520157424798,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Sncg","NRG3","ERBB4",0.448356226839277,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Sncg","NRG3","ERBB4",0.440773353569913,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Sncg","NRG3","ERBB4",0.429966094919571,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Sncg","NRG3","ERBB4",0.415617965168993,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Sncg","NRG3","ERBB4",0.411012503490866,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Sncg","NRG3","ERBB4",0.353529864728032,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Sncg","NRG3","ERBB4",0.433227364689741,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Sncg","NRG3","ERBB4",0.436355971700612,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Sncg","NRG3","ERBB4",0.421849951253779,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Sncg","NRG3","ERBB4",0.422191344398247,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Sncg","NRG3","ERBB4",0.360441543061074,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Sncg","NRG3","ERBB4",0.442137129874779,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Astrocyte","Vip","NRG3","ERBB4",0.474056894173414,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Chandelier","Vip","NRG3","ERBB4",0.466406858846692,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Vip","NRG3","ERBB4",0.455483004681564,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5","Vip","NRG3","ERBB4",0.440942039269206,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Vip","NRG3","ERBB4",0.436265453085364,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"OPC","Vip","NRG3","ERBB4",0.377514747587969,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pax6","Vip","NRG3","ERBB4",0.458782047947063,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Vip","NRG3","ERBB4",0.46194478787692,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sncg","Vip","NRG3","ERBB4",0.447263123002171,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst","Vip","NRG3","ERBB4",0.447609159819995,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Vip","NRG3","ERBB4",0.384616361088414,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Vip","Vip","NRG3","ERBB4",0.467783603916464,0,"NRG3_ERBB4","NRG3 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Astrocyte","NRG4","ERBB4",0.035227975279395,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Astrocyte","NRG4","ERBB4",0.00654867655796052,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Astrocyte","NRG4","ERBB4",0.0173650483485482,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Astrocyte","NRG4","ERBB4",0.0119495973864942,0.01,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Chandelier","NRG4","ERBB4",0.0470209247691047,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Chandelier","NRG4","ERBB4",0.00882877510056316,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Chandelier","NRG4","ERBB4",0.0233227460224193,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Chandelier","NRG4","ERBB4",0.0160797354434703,0.01,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","ExcNeuron","NRG4","ERBB4",0.00293086760585414,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","ExcNeuron","NRG4","ERBB4",0.000530376772016468,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","ExcNeuron","NRG4","ERBB4",0.00142060826325855,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","ExcNeuron","NRG4","ERBB4",0.000972656507811108,0.03,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Lamp5","NRG4","ERBB4",0.039057399044866,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Lamp5","NRG4","ERBB4",0.00728408197547036,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Lamp5","NRG4","ERBB4",0.019291527096329,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Lamp5","NRG4","ERBB4",0.013283407488768,0.01,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Lamp5 Lhx6","NRG4","ERBB4",0.0437745284179991,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Lamp5 Lhx6","NRG4","ERBB4",0.00819654358810739,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Lamp5 Lhx6","NRG4","ERBB4",0.0216752940171875,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Lamp5 Lhx6","NRG4","ERBB4",0.0149360848052746,0.01,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Microglia","NRG4","ERBB4",0.00336708131543127,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Microglia","NRG4","ERBB4",0.00060953345375346,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Microglia","NRG4","ERBB4",0.00163241154848694,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Microglia","NRG4","ERBB4",0.00111774790932666,0.03,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","Oligodendrocyte","NRG4","ERBB4",0.0239827413009266,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","Oligodendrocyte","NRG4","ERBB4",0.00441634558786565,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","Oligodendrocyte","NRG4","ERBB4",0.0117524357674629,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Sst Chodl","Oligodendrocyte","NRG4","ERBB4",0.00807294979729646,0.03,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"ExcNeuron","OPC","NRG4","ERBB4",0.0338904769331486,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Lamp5 Lhx6","OPC","NRG4","ERBB4",0.00629294099628878,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"Pvalb","OPC","NRG4","ERBB4",0.0166940153352393,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
