compound,target,vina_score,status
CHEMBL1615779,IKZF1_8RQC,-4.753,ok
CHEMBL1627367,IKZF1_8RQC,,ok
CHEMBL15870,IKZF1_8RQC,-5.782,ok
CHEMBL1589,IKZF1_8RQC,-5.86,ok
CHEMBL15770,IKZF1_8RQC,-5.637,ok
CHEMBL1619,IKZF1_8RQC,-5.228,ok
CHEMBL1625,IKZF1_8RQC,-5.385,ok
CHEMBL1615350,IKZF1_8RQC,-4.9,ok
CHEMBL1587,IKZF1_8RQC,-5.743,ok
CHEMBL1580,IKZF1_8RQC,-3.929,ok
CHEMBL1581,IKZF1_8RQC,,timeout
CHEMBL1643,IKZF1_8RQC,-6.383,ok
CHEMBL1583,IKZF1_8RQC,,timeout
CHEMBL1584,IKZF1_8RQC,,timeout
CHEMBL1643895,IKZF1_8RQC,-5.403,ok
CHEMBL16476,IKZF1_8RQC,-5.248,ok
CHEMBL1592,IKZF1_8RQC,,timeout
CHEMBL1596,IKZF1_8RQC,,timeout
CHEMBL1604,IKZF1_8RQC,-5.162,ok
CHEMBL170,IKZF1_8RQC,,ok
CHEMBL1599,IKZF1_8RQC,,timeout
CHEMBL1681,IKZF1_8RQC,-4.534,ok
CHEMBL1614701,IKZF1_8RQC,,timeout
CHEMBL1689063,IKZF1_8RQC,-4.871,ok
CHEMBL1615438,IKZF1_8RQC,,timeout
CHEMBL1697760,IKZF1_8RQC,-4.579,ok
CHEMBL17,IKZF1_8RQC,-4.293,ok
CHEMBL170988,IKZF1_8RQC,-6.077,ok
CHEMBL1697856,IKZF1_8RQC,-4.562,ok
CHEMBL1697686,IKZF1_8RQC,-4.916,ok
CHEMBL1740513,IKZF1_8RQC,-3.895,ok
CHEMBL1621,IKZF1_8RQC,,timeout
CHEMBL1753,IKZF1_8RQC,,ok
CHEMBL1621597,IKZF1_8RQC,,timeout
CHEMBL1628502,IKZF1_8RQC,,timeout
CHEMBL1685,IKZF1_8RQC,-3.729,ok
CHEMBL1650,IKZF1_8RQC,-5.583,ok
CHEMBL175,IKZF1_8RQC,-4.937,ok
CHEMBL1762,IKZF1_8RQC,-4.152,ok
CHEMBL167731,IKZF1_8RQC,-5.287,ok
CHEMBL1738,IKZF1_8RQC,-5.637,ok
CHEMBL1752,IKZF1_8RQC,-4.545,ok
CHEMBL1648,IKZF1_8RQC,,timeout
CHEMBL1684,IKZF1_8RQC,-6.121,ok
CHEMBL1650443,IKZF1_8RQC,,timeout
CHEMBL1750,IKZF1_8RQC,-4.585,ok
CHEMBL1763,IKZF1_8RQC,-5.363,ok
CHEMBL1683,IKZF1_8RQC,,timeout
CHEMBL1760,IKZF1_8RQC,-4.71,ok
CHEMBL181,IKZF1_8RQC,-4.516,ok
CHEMBL1727,IKZF1_8RQC,-5.401,ok
CHEMBL17860,IKZF1_8RQC,-4.136,ok
CHEMBL18,IKZF1_8RQC,-4.847,ok
CHEMBL1766,IKZF1_8RQC,-4.98,ok
CHEMBL18116,IKZF1_8RQC,-4.448,ok
CHEMBL185,IKZF1_8RQC,-4.76,ok
CHEMBL1726,IKZF1_8RQC,,timeout
CHEMBL1801800,IKZF1_8RQC,-5.407,ok
CHEMBL174,IKZF1_8RQC,-5.212,ok
CHEMBL1729,IKZF1_8RQC,,timeout
CHEMBL1738797,IKZF1_8RQC,,timeout
CHEMBL189,IKZF1_8RQC,-4.598,ok
CHEMBL1741134,IKZF1_8RQC,,timeout
CHEMBL184,IKZF1_8RQC,-5.402,ok
CHEMBL190,IKZF1_8RQC,-4.064,ok
CHEMBL19,IKZF1_8RQC,-4.383,ok
CHEMBL1789941,IKZF1_8RQC,-5.87,ok
CHEMBL175691,IKZF1_8RQC,,timeout
CHEMBL1908917,IKZF1_8RQC,-5.132,ok
CHEMBL188952,IKZF1_8RQC,-4.924,ok
CHEMBL1865134,IKZF1_8RQC,-5.453,ok
CHEMBL182,IKZF1_8RQC,-4.797,ok
CHEMBL1909283,IKZF1_8RQC,-4.925,ok
CHEMBL1770248,IKZF1_8RQC,,timeout
CHEMBL1909282,IKZF1_8RQC,-5.878,ok
CHEMBL1909286,IKZF1_8RQC,-4.264,ok
CHEMBL1770916,IKZF1_8RQC,,timeout
CHEMBL193482,IKZF1_8RQC,,ok
CHEMBL1773,IKZF1_8RQC,,timeout
CHEMBL19236,IKZF1_8RQC,-4.325,ok
CHEMBL1779710,IKZF1_8RQC,,timeout
CHEMBL1790041,IKZF1_8RQC,,timeout
CHEMBL1977579,IKZF1_8RQC,,ok
CHEMBL19393,IKZF1_8RQC,-4.408,ok
CHEMBL19019,IKZF1_8RQC,-5.019,ok
CHEMBL196,IKZF1_8RQC,-5.206,ok
CHEMBL186,IKZF1_8RQC,,timeout
CHEMBL1863513,IKZF1_8RQC,,timeout
CHEMBL1983350,IKZF1_8RQC,-5.439,ok
CHEMBL1873475,IKZF1_8RQC,,timeout
CHEMBL1888176,IKZF1_8RQC,,timeout
CHEMBL19299,IKZF1_8RQC,-5.575,ok
CHEMBL189963,IKZF1_8RQC,,timeout
CHEMBL1908370,IKZF1_8RQC,-5.787,ok
CHEMBL20,IKZF1_8RQC,-5.498,ok
CHEMBL2030434,IKZF1_8RQC,-4.411,ok
CHEMBL19490,IKZF1_8RQC,-5.074,ok
CHEMBL1900528,IKZF1_8RQC,,timeout
CHEMBL2042122,IKZF1_8RQC,-5.402,ok
CHEMBL1998966,IKZF1_8RQC,-5.329,ok
CHEMBL1909072,IKZF1_8RQC,,timeout
CHEMBL2096635,IKZF1_8RQC,-3.405,ok
CHEMBL2096648,IKZF1_8RQC,-3.404,ok
CHEMBL2068864,IKZF1_8RQC,-4.344,ok
CHEMBL2103827,IKZF1_8RQC,,ok
CHEMBL1909289,IKZF1_8RQC,,timeout
CHEMBL191,IKZF1_8RQC,,timeout
CHEMBL2103877,IKZF1_8RQC,,ok
CHEMBL192,IKZF1_8RQC,,timeout
CHEMBL207538,IKZF1_8RQC,-5.284,ok
CHEMBL21,IKZF1_8RQC,-4.419,ok
CHEMBL1929396,IKZF1_8RQC,,timeout
CHEMBL193,IKZF1_8RQC,,timeout
CHEMBL2,IKZF1_8RQC,-5.717,ok
CHEMBL197084,IKZF1_8RQC,,timeout
CHEMBL2103837,IKZF1_8RQC,-5.506,ok
CHEMBL2105275,IKZF1_8RQC,-4.317,ok
CHEMBL198362,IKZF1_8RQC,,timeout
CHEMBL2103822,IKZF1_8RQC,-5.083,ok
CHEMBL2104910,IKZF1_8RQC,-5.108,ok
CHEMBL2105233,IKZF1_8RQC,-4.141,ok
CHEMBL2043437,IKZF1_8RQC,-6.442,ok
CHEMBL2105420,IKZF1_8RQC,-5.348,ok
CHEMBL2105566,IKZF1_8RQC,-4.488,ok
CHEMBL2104993,IKZF1_8RQC,-5.183,ok
CHEMBL2005186,IKZF1_8RQC,,timeout
CHEMBL2105827,IKZF1_8RQC,-3.753,ok
CHEMBL2018096,IKZF1_8RQC,,timeout
CHEMBL2028019,IKZF1_8RQC,,timeout
CHEMBL2107826,IKZF1_8RQC,,ok
CHEMBL2035187,IKZF1_8RQC,,timeout
CHEMBL2106794,IKZF1_8RQC,-5.191,ok
CHEMBL204656,IKZF1_8RQC,,timeout
CHEMBL2048484,IKZF1_8RQC,,timeout
CHEMBL2079130,IKZF1_8RQC,-5.281,ok
CHEMBL2107797,IKZF1_8RQC,-5.497,ok
CHEMBL2110978,IKZF1_8RQC,-3.526,ok
CHEMBL2106939,IKZF1_8RQC,-5.191,ok
CHEMBL211456,IKZF1_8RQC,,ok
CHEMBL2103870,IKZF1_8RQC,,timeout
CHEMBL2110962,IKZF1_8RQC,-4.587,ok
CHEMBL2105224,IKZF1_8RQC,,timeout
CHEMBL2105762,IKZF1_8RQC,-6.085,ok
CHEMBL2105497,IKZF1_8RQC,,timeout
CHEMBL2105759,IKZF1_8RQC,-5.375,ok
CHEMBL2105581,IKZF1_8RQC,,timeout
CHEMBL2105637,IKZF1_8RQC,,timeout
CHEMBL2105720,IKZF1_8RQC,,timeout
CHEMBL2105760,IKZF1_8RQC,,timeout
CHEMBL2107726,IKZF1_8RQC,-5.22,ok
CHEMBL221722,IKZF1_8RQC,-5.329,ok
CHEMBL21869,IKZF1_8RQC,-5.065,ok
CHEMBL21731,IKZF1_8RQC,-4.783,ok
CHEMBL2107175,IKZF1_8RQC,,timeout
CHEMBL2107381,IKZF1_8RQC,,timeout
CHEMBL218490,IKZF1_8RQC,-4.556,ok
CHEMBL2107830,IKZF1_8RQC,,timeout
CHEMBL2107834,IKZF1_8RQC,,timeout
CHEMBL2110731,IKZF1_8RQC,,timeout
CHEMBL2111097,IKZF1_8RQC,,timeout
CHEMBL2111112,IKZF1_8RQC,,timeout
CHEMBL2111101,IKZF1_8RQC,,timeout
CHEMBL235668,IKZF1_8RQC,-4.441,ok
CHEMBL220492,IKZF1_8RQC,-5.934,ok
CHEMBL2147777,IKZF1_8RQC,,timeout
CHEMBL215303,IKZF1_8RQC,,timeout
CHEMBL22,IKZF1_8RQC,-4.701,ok
CHEMBL2348780,IKZF1_8RQC,-4.563,ok
CHEMBL2181927,IKZF1_8RQC,,timeout
CHEMBL221959,IKZF1_8RQC,-5.562,ok
CHEMBL220491,IKZF1_8RQC,-4.472,ok
CHEMBL22242,IKZF1_8RQC,-4.829,ok
CHEMBL2216870,IKZF1_8RQC,,timeout
CHEMBL2218861,IKZF1_8RQC,,timeout
CHEMBL25,IKZF1_8RQC,-5.074,ok
CHEMBL2220442,IKZF1_8RQC,,timeout
CHEMBL2338329,IKZF1_8RQC,-6.483,ok
CHEMBL231068,IKZF1_8RQC,,timeout
CHEMBL231779,IKZF1_8RQC,,timeout
CHEMBL2368925,IKZF1_8RQC,-5.662,ok
CHEMBL24944,IKZF1_8RQC,-4.842,ok
CHEMBL254468,IKZF1_8RQC,-5.122,ok
CHEMBL245807,IKZF1_8RQC,-4.795,ok
CHEMBL248702,IKZF1_8RQC,-5.499,ok
CHEMBL2364608,IKZF1_8RQC,,timeout
CHEMBL256087,IKZF1_8RQC,-4.217,ok
CHEMBL2403238,IKZF1_8RQC,-6.357,ok
CHEMBL24,IKZF1_8RQC,-5.125,ok
CHEMBL267936,IKZF1_8RQC,-4.152,ok
CHEMBL2364639,IKZF1_8RQC,,timeout
CHEMBL237500,IKZF1_8RQC,,timeout
CHEMBL2396661,IKZF1_8RQC,,timeout
CHEMBL240597,IKZF1_8RQC,-5.652,ok
CHEMBL269644,IKZF1_8RQC,-4.314,ok
CHEMBL268164,IKZF1_8RQC,-4.44,ok
CHEMBL267894,IKZF1_8RQC,-3.932,ok
CHEMBL243712,IKZF1_8RQC,,timeout
CHEMBL259571,IKZF1_8RQC,-5.787,ok
CHEMBL2443262,IKZF1_8RQC,,timeout
CHEMBL256997,IKZF1_8RQC,-6.081,ok
CHEMBL25202,IKZF1_8RQC,-5.962,ok
CHEMBL284348,IKZF1_8RQC,-3.65,ok
CHEMBL259209,IKZF1_8RQC,-4.225,ok
CHEMBL276832,IKZF1_8RQC,-4.377,ok
CHEMBL273575,IKZF1_8RQC,-4.642,ok
CHEMBL24828,IKZF1_8RQC,,timeout
CHEMBL268869,IKZF1_8RQC,-5.105,ok
CHEMBL276520,IKZF1_8RQC,-5.386,ok
CHEMBL289480,IKZF1_8RQC,-4.172,ok
CHEMBL267744,IKZF1_8RQC,-4.827,ok
CHEMBL255044,IKZF1_8RQC,-5.435,ok
CHEMBL301265,IKZF1_8RQC,-4.335,ok
CHEMBL289469,IKZF1_8RQC,-5.587,ok
CHEMBL252556,IKZF1_8RQC,,timeout
CHEMBL27,IKZF1_8RQC,-4.803,ok
CHEMBL254316,IKZF1_8RQC,,timeout
CHEMBL259972,IKZF1_8RQC,-5.628,ok
CHEMBL267495,IKZF1_8RQC,,timeout
CHEMBL30,IKZF1_8RQC,-4.739,ok
CHEMBL278819,IKZF1_8RQC,-6.136,ok
CHEMBL306700,IKZF1_8RQC,-4.663,ok
CHEMBL29,IKZF1_8RQC,-5.689,ok
CHEMBL270190,IKZF1_8RQC,,timeout
CHEMBL27193,IKZF1_8RQC,,timeout
CHEMBL311498,IKZF1_8RQC,-5.618,ok
CHEMBL277100,IKZF1_8RQC,,timeout
CHEMBL282724,IKZF1_8RQC,,timeout
CHEMBL294199,IKZF1_8RQC,,timeout
CHEMBL3112741,IKZF1_8RQC,-5.02,ok
CHEMBL31,IKZF1_8RQC,-5.389,ok
CHEMBL3137320,IKZF1_8RQC,-6.931,ok
CHEMBL3039502,IKZF1_8RQC,,timeout
CHEMBL3137308,IKZF1_8RQC,-5.952,ok
CHEMBL3039507,IKZF1_8RQC,,timeout
CHEMBL3039520,IKZF1_8RQC,,timeout
CHEMBL3237547,IKZF1_8RQC,-4.564,ok
CHEMBL338802,IKZF1_8RQC,-4.711,ok
CHEMBL3137312,IKZF1_8RQC,,timeout
CHEMBL313972,IKZF1_8RQC,-5.11,ok
CHEMBL314854,IKZF1_8RQC,,timeout
CHEMBL315838,IKZF1_8RQC,,timeout
CHEMBL33,IKZF1_8RQC,-5.672,ok
CHEMBL316157,IKZF1_8RQC,,timeout
CHEMBL341812,IKZF1_8RQC,-4.863,ok
CHEMBL316561,IKZF1_8RQC,,timeout
CHEMBL354077,IKZF1_8RQC,-3.765,ok
CHEMBL317094,IKZF1_8RQC,,timeout
CHEMBL32,IKZF1_8RQC,-5.245,ok
CHEMBL3183075,IKZF1_8RQC,,timeout
CHEMBL3183409,IKZF1_8RQC,,timeout
CHEMBL3400972,IKZF1_8RQC,-5.174,ok
CHEMBL3187723,IKZF1_8RQC,,timeout
CHEMBL340978,IKZF1_8RQC,-6.014,ok
CHEMBL33986,IKZF1_8RQC,-5.272,ok
CHEMBL348000,IKZF1_8RQC,-5.789,ok
CHEMBL3188267,IKZF1_8RQC,,timeout
CHEMBL3545253,IKZF1_8RQC,-5.961,ok
CHEMBL3546271,IKZF1_8RQC,-5.779,ok
CHEMBL3261331,IKZF1_8RQC,,timeout
CHEMBL32800,IKZF1_8RQC,,timeout
CHEMBL36,IKZF1_8RQC,-4.589,ok
CHEMBL3301607,IKZF1_8RQC,,timeout
CHEMBL3304486,IKZF1_8RQC,,timeout
CHEMBL360328,IKZF1_8RQC,-3.288,ok
CHEMBL3353410,IKZF1_8RQC,,timeout
CHEMBL3547132,IKZF1_8RQC,-5.211,ok
CHEMBL35,IKZF1_8RQC,-5.399,ok
CHEMBL374731,IKZF1_8RQC,-4.906,ok
CHEMBL3646221,IKZF1_8RQC,-5.995,ok
CHEMBL3544988,IKZF1_8RQC,,timeout
CHEMBL3545110,IKZF1_8RQC,,timeout
CHEMBL3545185,IKZF1_8RQC,,timeout
CHEMBL3590187,IKZF1_8RQC,-5.459,ok
CHEMBL3545367,IKZF1_8RQC,,timeout
CHEMBL3545376,IKZF1_8RQC,,timeout
CHEMBL363295,IKZF1_8RQC,-4.966,ok
CHEMBL361497,IKZF1_8RQC,,timeout
CHEMBL361812,IKZF1_8RQC,,timeout
CHEMBL3622821,IKZF1_8RQC,,timeout
CHEMBL395091,IKZF1_8RQC,-3.984,ok
CHEMBL3643413,IKZF1_8RQC,,timeout
CHEMBL3655081,IKZF1_8RQC,-5.404,ok
CHEMBL384467,IKZF1_8RQC,-5.211,ok
CHEMBL39736,IKZF1_8RQC,-4.62,ok
CHEMBL398707,IKZF1_8RQC,-5.217,ok
CHEMBL3701238,IKZF1_8RQC,,timeout
CHEMBL3707224,IKZF1_8RQC,,timeout
CHEMBL3707247,IKZF1_8RQC,,timeout
CHEMBL3707348,IKZF1_8RQC,,timeout
CHEMBL3716057,IKZF1_8RQC,,timeout
CHEMBL40,IKZF1_8RQC,-4.554,ok
CHEMBL405,IKZF1_8RQC,-4.423,ok
CHEMBL403,IKZF1_8RQC,-3.844,ok
CHEMBL376359,IKZF1_8RQC,,timeout
CHEMBL376897,IKZF1_8RQC,-5.243,ok
CHEMBL3989949,IKZF1_8RQC,-4.61,ok
CHEMBL385517,IKZF1_8RQC,-5.254,ok
CHEMBL404,IKZF1_8RQC,-4.797,ok
CHEMBL4,IKZF1_8RQC,-5.775,ok
CHEMBL3940890,IKZF1_8RQC,-4.592,ok
CHEMBL3889654,IKZF1_8RQC,,timeout
CHEMBL3894860,IKZF1_8RQC,,timeout
CHEMBL396778,IKZF1_8RQC,-6.184,ok
CHEMBL3936761,IKZF1_8RQC,,timeout
CHEMBL404108,IKZF1_8RQC,-5.152,ok
CHEMBL406,IKZF1_8RQC,-6.777,ok
CHEMBL3989866,IKZF1_8RQC,-6.68,ok
CHEMBL419,IKZF1_8RQC,-4.251,ok
CHEMBL3990047,IKZF1_8RQC,-5.514,ok
CHEMBL3989908,IKZF1_8RQC,,timeout
CHEMBL420,IKZF1_8RQC,-5.01,ok
CHEMBL400599,IKZF1_8RQC,,timeout
CHEMBL4085457,IKZF1_8RQC,-5.112,ok
CHEMBL408513,IKZF1_8RQC,-6.203,ok
CHEMBL411,IKZF1_8RQC,-4.593,ok
CHEMBL406393,IKZF1_8RQC,-5.353,ok
CHEMBL4066936,IKZF1_8RQC,,timeout
CHEMBL4071161,IKZF1_8RQC,,timeout
CHEMBL408,IKZF1_8RQC,,timeout
CHEMBL41,IKZF1_8RQC,-5.356,ok
CHEMBL41355,IKZF1_8RQC,-5.242,ok
CHEMBL409,IKZF1_8RQC,,timeout
CHEMBL4101807,IKZF1_8RQC,,timeout
CHEMBL416956,IKZF1_8RQC,-6.058,ok
CHEMBL425,IKZF1_8RQC,-5.602,ok
CHEMBL4105630,IKZF1_8RQC,,timeout
CHEMBL418995,IKZF1_8RQC,,timeout
CHEMBL426084,IKZF1_8RQC,-6.031,ok
CHEMBL4297517,IKZF1_8RQC,-5.585,ok
CHEMBL4204794,IKZF1_8RQC,,timeout
CHEMBL4297620,IKZF1_8RQC,-4.912,ok
CHEMBL4208229,IKZF1_8RQC,,timeout
CHEMBL423,IKZF1_8RQC,,timeout
CHEMBL4298137,IKZF1_8RQC,-4.516,ok
CHEMBL426559,IKZF1_8RQC,,timeout
CHEMBL4279047,IKZF1_8RQC,,timeout
CHEMBL428,IKZF1_8RQC,,timeout
CHEMBL428880,IKZF1_8RQC,,timeout
CHEMBL4297528,IKZF1_8RQC,-7.28,ok
CHEMBL429,IKZF1_8RQC,,timeout
CHEMBL4297185,IKZF1_8RQC,,timeout
CHEMBL43452,IKZF1_8RQC,-5.13,ok
CHEMBL434,IKZF1_8RQC,-4.95,ok
CHEMBL4297522,IKZF1_8RQC,,timeout
CHEMBL435,IKZF1_8RQC,-5.127,ok
CHEMBL4297610,IKZF1_8RQC,-5.059,ok
CHEMBL435298,IKZF1_8RQC,-5.657,ok
CHEMBL437,IKZF1_8RQC,-4.424,ok
CHEMBL4297590,IKZF1_8RQC,,timeout
CHEMBL438,IKZF1_8RQC,-5.076,ok
CHEMBL439,IKZF1_8RQC,-4.967,ok
CHEMBL441,IKZF1_8RQC,-4.087,ok
CHEMBL4298138,IKZF1_8RQC,,timeout
CHEMBL429910,IKZF1_8RQC,,timeout
CHEMBL443,IKZF1_8RQC,-5.045,ok
CHEMBL440,IKZF1_8RQC,-4.047,ok
CHEMBL4299940,IKZF1_8RQC,,timeout
CHEMBL43,IKZF1_8RQC,,timeout
CHEMBL449,IKZF1_8RQC,-3.899,ok
CHEMBL450,IKZF1_8RQC,-3.69,ok
CHEMBL448,IKZF1_8RQC,-3.983,ok
CHEMBL430,IKZF1_8RQC,,timeout
CHEMBL447,IKZF1_8RQC,-3.746,ok
CHEMBL446,IKZF1_8RQC,-5.27,ok
CHEMBL4594246,IKZF1_8RQC,,ok
CHEMBL4303214,IKZF1_8RQC,,timeout
CHEMBL4594261,IKZF1_8RQC,,ok
CHEMBL431,IKZF1_8RQC,,timeout
CHEMBL45,IKZF1_8RQC,-4.965,ok
CHEMBL455,IKZF1_8RQC,-4.456,ok
CHEMBL434394,IKZF1_8RQC,,timeout
CHEMBL454,IKZF1_8RQC,-3.773,ok
CHEMBL436,IKZF1_8RQC,-4.976,ok
CHEMBL453,IKZF1_8RQC,-5.075,ok
CHEMBL462547,IKZF1_8RQC,-3.626,ok
CHEMBL44884,IKZF1_8RQC,-4.181,ok
CHEMBL467,IKZF1_8RQC,-3.874,ok
CHEMBL459,IKZF1_8RQC,-4.76,ok
CHEMBL439849,IKZF1_8RQC,,timeout
CHEMBL456,IKZF1_8RQC,-4.39,ok
CHEMBL463,IKZF1_8RQC,-5.672,ok
CHEMBL457,IKZF1_8RQC,-5.299,ok
CHEMBL455186,IKZF1_8RQC,-5.055,ok
CHEMBL4435170,IKZF1_8RQC,,timeout
CHEMBL460,IKZF1_8RQC,-4.849,ok
CHEMBL445,IKZF1_8RQC,-3.982,ok
CHEMBL451,IKZF1_8RQC,-4.638,ok
CHEMBL476,IKZF1_8RQC,-5.365,ok
CHEMBL46917,IKZF1_8RQC,-4.732,ok
CHEMBL468,IKZF1_8RQC,-5.532,ok
CHEMBL452,IKZF1_8RQC,-4.908,ok
CHEMBL461522,IKZF1_8RQC,-4.786,ok
CHEMBL4585668,IKZF1_8RQC,-6.399,ok
CHEMBL469,IKZF1_8RQC,-5.244,ok
CHEMBL485,IKZF1_8RQC,-5.255,ok
CHEMBL477,IKZF1_8RQC,-5.53,ok
CHEMBL488,IKZF1_8RQC,-4.865,ok
CHEMBL4594250,IKZF1_8RQC,,timeout
CHEMBL4594287,IKZF1_8RQC,,timeout
CHEMBL471,IKZF1_8RQC,-4.7,ok
CHEMBL4594448,IKZF1_8RQC,,timeout
CHEMBL4596392,IKZF1_8RQC,,timeout
CHEMBL468837,IKZF1_8RQC,-3.499,ok
CHEMBL461101,IKZF1_8RQC,,timeout
CHEMBL485696,IKZF1_8RQC,-5.431,ok
CHEMBL498847,IKZF1_8RQC,-4.611,ok
CHEMBL5,IKZF1_8RQC,-4.822,ok
CHEMBL4650215,IKZF1_8RQC,,timeout
CHEMBL473417,IKZF1_8RQC,-6.573,ok
CHEMBL498,IKZF1_8RQC,-5.155,ok
CHEMBL503565,IKZF1_8RQC,-4.133,ok
CHEMBL494753,IKZF1_8RQC,-6.527,ok
CHEMBL472,IKZF1_8RQC,,timeout
CHEMBL477772,IKZF1_8RQC,,timeout
CHEMBL513,IKZF1_8RQC,-3.66,ok
CHEMBL480,IKZF1_8RQC,,timeout
CHEMBL514,IKZF1_8RQC,-4.576,ok
CHEMBL4802135,IKZF1_8RQC,,timeout
CHEMBL483254,IKZF1_8RQC,,timeout
CHEMBL490,IKZF1_8RQC,-6.023,ok
CHEMBL492,IKZF1_8RQC,-4.267,ok
CHEMBL487253,IKZF1_8RQC,,timeout
CHEMBL500,IKZF1_8RQC,-4.941,ok
CHEMBL509,IKZF1_8RQC,-4.974,ok
CHEMBL488093,IKZF1_8RQC,,timeout
CHEMBL506,IKZF1_8RQC,-4.648,ok
CHEMBL526,IKZF1_8RQC,-4.072,ok
CHEMBL521,IKZF1_8RQC,-5.043,ok
CHEMBL499,IKZF1_8RQC,-4.742,ok
CHEMBL494,IKZF1_8RQC,,timeout
CHEMBL524,IKZF1_8RQC,-3.841,ok
CHEMBL53,IKZF1_8RQC,-5.319,ok
CHEMBL503,IKZF1_8RQC,,timeout
CHEMBL537,IKZF1_8RQC,-4.285,ok
CHEMBL53418,IKZF1_8RQC,-5.145,ok
CHEMBL539,IKZF1_8RQC,-3.163,ok
CHEMBL50588,IKZF1_8RQC,,timeout
CHEMBL527,IKZF1_8RQC,-6.079,ok
CHEMBL544,IKZF1_8RQC,-4.056,ok
CHEMBL545,IKZF1_8RQC,-2.64,ok
CHEMBL512351,IKZF1_8RQC,,timeout
CHEMBL517712,IKZF1_8RQC,-5.01,ok
CHEMBL515387,IKZF1_8RQC,-5.822,ok
CHEMBL515,IKZF1_8RQC,-4.805,ok
CHEMBL531,IKZF1_8RQC,-5.086,ok
CHEMBL515408,IKZF1_8RQC,-5.297,ok
CHEMBL514800,IKZF1_8RQC,,timeout
CHEMBL53292,IKZF1_8RQC,-5.478,ok
CHEMBL517,IKZF1_8RQC,,timeout
CHEMBL54976,IKZF1_8RQC,-4.804,ok
CHEMBL558,IKZF1_8RQC,-4.001,ok
CHEMBL56021,IKZF1_8RQC,-4.464,ok
CHEMBL518924,IKZF1_8RQC,,timeout
CHEMBL521606,IKZF1_8RQC,,timeout
CHEMBL521686,IKZF1_8RQC,,timeout
CHEMBL524004,IKZF1_8RQC,,timeout
CHEMBL563,IKZF1_8RQC,-5.168,ok
CHEMBL557555,IKZF1_8RQC,-5.0,ok
CHEMBL528,IKZF1_8RQC,,timeout
CHEMBL57,IKZF1_8RQC,-4.63,ok
CHEMBL573,IKZF1_8RQC,-4.61,ok
CHEMBL530,IKZF1_8RQC,,timeout
CHEMBL561,IKZF1_8RQC,-5.309,ok
CHEMBL56337,IKZF1_8RQC,-5.432,ok
CHEMBL572,IKZF1_8RQC,-6.323,ok
CHEMBL535,IKZF1_8RQC,,timeout
CHEMBL582,IKZF1_8RQC,-3.092,ok
CHEMBL569,IKZF1_8RQC,-4.434,ok
CHEMBL578767,IKZF1_8RQC,-5.564,ok
CHEMBL56367,IKZF1_8RQC,-5.172,ok
CHEMBL546,IKZF1_8RQC,-4.808,ok
CHEMBL54,IKZF1_8RQC,,timeout
CHEMBL571,IKZF1_8RQC,-5.737,ok
CHEMBL579205,IKZF1_8RQC,-5.376,ok
CHEMBL576127,IKZF1_8RQC,-5.534,ok
CHEMBL55,IKZF1_8RQC,,timeout
CHEMBL589586,IKZF1_8RQC,-4.576,ok
CHEMBL591,IKZF1_8RQC,-4.111,ok
CHEMBL550348,IKZF1_8RQC,,timeout
CHEMBL553,IKZF1_8RQC,,timeout
CHEMBL568,IKZF1_8RQC,-5.161,ok
CHEMBL59,IKZF1_8RQC,-4.55,ok
CHEMBL602,IKZF1_8RQC,-2.549,ok
CHEMBL569713,IKZF1_8RQC,-4.831,ok
CHEMBL585,IKZF1_8RQC,-5.276,ok
CHEMBL600,IKZF1_8RQC,-4.001,ok
CHEMBL601,IKZF1_8RQC,-4.771,ok
CHEMBL567,IKZF1_8RQC,,timeout
CHEMBL58323,IKZF1_8RQC,-5.181,ok
CHEMBL571546,IKZF1_8RQC,,timeout
CHEMBL599,IKZF1_8RQC,-5.47,ok
CHEMBL61006,IKZF1_8RQC,-4.501,ok
CHEMBL580,IKZF1_8RQC,-4.987,ok
CHEMBL607400,IKZF1_8RQC,-4.542,ok
CHEMBL583,IKZF1_8RQC,-5.49,ok
CHEMBL614,IKZF1_8RQC,-4.686,ok
CHEMBL589,IKZF1_8RQC,-4.433,ok
CHEMBL612,IKZF1_8RQC,-4.283,ok
CHEMBL597,IKZF1_8RQC,-5.201,ok
CHEMBL609,IKZF1_8RQC,-4.071,ok
CHEMBL575,IKZF1_8RQC,,timeout
CHEMBL607710,IKZF1_8RQC,-5.559,ok
CHEMBL577,IKZF1_8RQC,,timeout
CHEMBL638,IKZF1_8RQC,,ok
CHEMBL578,IKZF1_8RQC,,timeout
CHEMBL625,IKZF1_8RQC,-5.263,ok
CHEMBL64,IKZF1_8RQC,-5.036,ok
CHEMBL588,IKZF1_8RQC,,timeout
CHEMBL6,IKZF1_8RQC,-5.269,ok
CHEMBL622,IKZF1_8RQC,-4.686,ok
CHEMBL593,IKZF1_8RQC,,timeout
CHEMBL595,IKZF1_8RQC,,timeout
CHEMBL635,IKZF1_8RQC,-5.685,ok
CHEMBL659,IKZF1_8RQC,,ok
CHEMBL61593,IKZF1_8RQC,-5.86,ok
CHEMBL632,IKZF1_8RQC,-5.089,ok
CHEMBL677,IKZF1_8RQC,,ok
CHEMBL660,IKZF1_8RQC,-4.388,ok
CHEMBL611,IKZF1_8RQC,-5.778,ok
CHEMBL605846,IKZF1_8RQC,,timeout
CHEMBL637,IKZF1_8RQC,-4.259,ok
