compound,target,vina_score,status
CHEMBL773,IRF8_AF2_DBD,-3.148,ok
CHEMBL716,IRF8_AF2_DBD,-6.549,ok
CHEMBL652,IRF8_AF2_DBD,,timeout
CHEMBL75435,IRF8_AF2_DBD,-6.104,ok
CHEMBL7728,IRF8_AF2_DBD,-5.451,ok
CHEMBL762,IRF8_AF2_DBD,-5.619,ok
CHEMBL777,IRF8_AF2_DBD,-4.902,ok
CHEMBL778,IRF8_AF2_DBD,-5.375,ok
CHEMBL708,IRF8_AF2_DBD,-7.086,ok
CHEMBL7863,IRF8_AF2_DBD,-4.431,ok
CHEMBL707,IRF8_AF2_DBD,-7.222,ok
CHEMBL781,IRF8_AF2_DBD,-6.096,ok
CHEMBL776,IRF8_AF2_DBD,-5.021,ok
CHEMBL746,IRF8_AF2_DBD,-6.042,ok
CHEMBL70972,IRF8_AF2_DBD,-5.907,ok
CHEMBL709,IRF8_AF2_DBD,,timeout
CHEMBL796,IRF8_AF2_DBD,-5.268,ok
CHEMBL788,IRF8_AF2_DBD,-5.005,ok
CHEMBL782,IRF8_AF2_DBD,-5.779,ok
CHEMBL807,IRF8_AF2_DBD,-4.743,ok
CHEMBL779,IRF8_AF2_DBD,-7.07,ok
CHEMBL79,IRF8_AF2_DBD,-4.995,ok
CHEMBL76370,IRF8_AF2_DBD,-5.737,ok
CHEMBL76,IRF8_AF2_DBD,-5.306,ok
CHEMBL827,IRF8_AF2_DBD,,ok
CHEMBL802,IRF8_AF2_DBD,-4.961,ok
CHEMBL821,IRF8_AF2_DBD,-2.863,ok
CHEMBL72,IRF8_AF2_DBD,,timeout
CHEMBL810,IRF8_AF2_DBD,-4.68,ok
CHEMBL723,IRF8_AF2_DBD,,timeout
CHEMBL726,IRF8_AF2_DBD,,timeout
CHEMBL818,IRF8_AF2_DBD,-4.813,ok
CHEMBL80,IRF8_AF2_DBD,-6.155,ok
CHEMBL806,IRF8_AF2_DBD,-6.065,ok
CHEMBL803,IRF8_AF2_DBD,-5.059,ok
CHEMBL8,IRF8_AF2_DBD,-6.343,ok
CHEMBL844,IRF8_AF2_DBD,-5.622,ok
CHEMBL783,IRF8_AF2_DBD,-5.652,ok
CHEMBL842,IRF8_AF2_DBD,-5.602,ok
CHEMBL768,IRF8_AF2_DBD,-4.931,ok
CHEMBL765,IRF8_AF2_DBD,-3.231,ok
CHEMBL830,IRF8_AF2_DBD,-3.709,ok
CHEMBL848,IRF8_AF2_DBD,-6.821,ok
CHEMBL826,IRF8_AF2_DBD,-6.506,ok
CHEMBL856,IRF8_AF2_DBD,-5.168,ok
CHEMBL861,IRF8_AF2_DBD,-5.392,ok
CHEMBL853,IRF8_AF2_DBD,-5.0,ok
CHEMBL862,IRF8_AF2_DBD,-5.51,ok
CHEMBL863,IRF8_AF2_DBD,-3.125,ok
CHEMBL847,IRF8_AF2_DBD,-5.604,ok
CHEMBL857,IRF8_AF2_DBD,-4.964,ok
CHEMBL839,IRF8_AF2_DBD,-5.857,ok
CHEMBL877,IRF8_AF2_DBD,-4.023,ok
CHEMBL84,IRF8_AF2_DBD,-6.444,ok
CHEMBL86304,IRF8_AF2_DBD,-5.584,ok
CHEMBL869,IRF8_AF2_DBD,-4.845,ok
CHEMBL87493,IRF8_AF2_DBD,-5.635,ok
CHEMBL819,IRF8_AF2_DBD,-6.496,ok
CHEMBL83063,IRF8_AF2_DBD,-5.612,ok
CHEMBL887,IRF8_AF2_DBD,-5.315,ok
CHEMBL814,IRF8_AF2_DBD,-5.131,ok
CHEMBL865,IRF8_AF2_DBD,-6.13,ok
CHEMBL852,IRF8_AF2_DBD,-4.736,ok
CHEMBL88,IRF8_AF2_DBD,-4.035,ok
CHEMBL86,IRF8_AF2_DBD,-4.929,ok
CHEMBL850,IRF8_AF2_DBD,-6.075,ok
CHEMBL885,IRF8_AF2_DBD,-5.087,ok
CHEMBL86715,IRF8_AF2_DBD,-5.834,ok
CHEMBL878,IRF8_AF2_DBD,-6.319,ok
CHEMBL90,IRF8_AF2_DBD,-3.664,ok
CHEMBL799,IRF8_AF2_DBD,,timeout
CHEMBL888,IRF8_AF2_DBD,-5.053,ok
CHEMBL89598,IRF8_AF2_DBD,-3.746,ok
CHEMBL894,IRF8_AF2_DBD,-5.046,ok
CHEMBL866,IRF8_AF2_DBD,-5.875,ok
CHEMBL918,IRF8_AF2_DBD,-5.06,ok
CHEMBL898,IRF8_AF2_DBD,-6.086,ok
CHEMBL817,IRF8_AF2_DBD,,timeout
CHEMBL838,IRF8_AF2_DBD,,timeout
CHEMBL917,IRF8_AF2_DBD,-5.357,ok
CHEMBL9,IRF8_AF2_DBD,-6.125,ok
CHEMBL925,IRF8_AF2_DBD,-4.816,ok
CHEMBL895,IRF8_AF2_DBD,-6.236,ok
CHEMBL93,IRF8_AF2_DBD,-5.697,ok
CHEMBL930,IRF8_AF2_DBD,-3.753,ok
CHEMBL897,IRF8_AF2_DBD,-5.216,ok
CHEMBL905,IRF8_AF2_DBD,-5.679,ok
CHEMBL940,IRF8_AF2_DBD,-4.12,ok
CHEMBL95,IRF8_AF2_DBD,-5.407,ok
CHEMBL95889,IRF8_AF2_DBD,-3.128,ok
CHEMBL9225,IRF8_AF2_DBD,-5.738,ok
CHEMBL959,IRF8_AF2_DBD,-4.501,ok
CHEMBL94081,IRF8_AF2_DBD,-4.89,ok
CHEMBL945,IRF8_AF2_DBD,-4.877,ok
CHEMBL880,IRF8_AF2_DBD,-5.608,ok
CHEMBL965,IRF8_AF2_DBD,-3.313,ok
CHEMBL94394,IRF8_AF2_DBD,-5.091,ok
CHEMBL891,IRF8_AF2_DBD,-6.474,ok
CHEMBL963,IRF8_AF2_DBD,-5.952,ok
CHEMBL960,IRF8_AF2_DBD,-6.437,ok
CHEMBL956,IRF8_AF2_DBD,-5.742,ok
CHEMBL985,IRF8_AF2_DBD,-2.63,ok
CHEMBL902,IRF8_AF2_DBD,-5.402,ok
CHEMBL893,IRF8_AF2_DBD,-6.353,ok
CHEMBL936,IRF8_AF2_DBD,-6.56,ok
CHEMBL973,IRF8_AF2_DBD,-6.322,ok
CHEMBL87992,IRF8_AF2_DBD,,timeout
CHEMBL991,IRF8_AF2_DBD,-5.372,ok
CHEMBL953,IRF8_AF2_DBD,-5.457,ok
CHEMBL979,IRF8_AF2_DBD,-4.325,ok
CHEMBL980,IRF8_AF2_DBD,-4.732,ok
CHEMBL926,IRF8_AF2_DBD,-5.408,ok
CHEMBL896,IRF8_AF2_DBD,-5.378,ok
CHEMBL982,IRF8_AF2_DBD,-5.918,ok
CHEMBL99946,IRF8_AF2_DBD,-4.77,ok
CHEMBL981,IRF8_AF2_DBD,-6.038,ok
CHEMBL100116,IKZF1_8RQC,-5.041,ok
CHEMBL989,IRF8_AF2_DBD,-6.808,ok
CHEMBL1009,IKZF1_8RQC,-4.89,ok
CHEMBL98,IRF8_AF2_DBD,-5.531,ok
CHEMBL1024,IKZF1_8RQC,-3.856,ok
CHEMBL939,IRF8_AF2_DBD,,timeout
CHEMBL1037,IKZF1_8RQC,-5.935,ok
CHEMBL1020,IKZF1_8RQC,-5.27,ok
CHEMBL1006,IKZF1_8RQC,-4.3,ok
CHEMBL1029,IKZF1_8RQC,-4.59,ok
CHEMBL1002,IKZF1_8RQC,-4.674,ok
CHEMBL941,IRF8_AF2_DBD,,timeout
CHEMBL1046,IKZF1_8RQC,-4.556,ok
CHEMBL94454,IRF8_AF2_DBD,,timeout
CHEMBL1018,IKZF1_8RQC,-4.442,ok
CHEMBL1043,IKZF1_8RQC,-4.561,ok
CHEMBL106258,IKZF1_8RQC,-4.61,ok
CHEMBL1021,IKZF1_8RQC,-5.466,ok
CHEMBL1057,IKZF1_8RQC,-5.563,ok
CHEMBL967,IRF8_AF2_DBD,-5.073,ok
CHEMBL1059,IKZF1_8RQC,-4.553,ok
CHEMBL1054,IKZF1_8RQC,-4.716,ok
CHEMBL1076903,IKZF1_8RQC,-4.844,ok
CHEMBL108,IKZF1_8RQC,-5.137,ok
CHEMBL996,IRF8_AF2_DBD,,timeout
CHEMBL1079,IKZF1_8RQC,-4.601,ok
CHEMBL1013,IKZF1_8RQC,-5.469,ok
CHEMBL1000,IKZF1_8RQC,,timeout
CHEMBL1055,IKZF1_8RQC,-5.484,ok
CHEMBL1079604,IKZF1_8RQC,-5.091,ok
CHEMBL108545,IKZF1_8RQC,-4.603,ok
CHEMBL105,IKZF1_8RQC,-5.615,ok
CHEMBL1089,IKZF1_8RQC,-4.308,ok
CHEMBL1077,IKZF1_8RQC,-5.257,ok
CHEMBL106,IKZF1_8RQC,-5.341,ok
CHEMBL1087,IKZF1_8RQC,-4.943,ok
CHEMBL109,IKZF1_8RQC,-4.458,ok
CHEMBL1077896,IKZF1_8RQC,-4.52,ok
CHEMBL1068,IKZF1_8RQC,-4.234,ok
CHEMBL1065,IKZF1_8RQC,-5.78,ok
CHEMBL1071,IKZF1_8RQC,-5.446,ok
CHEMBL10878,IKZF1_8RQC,-4.942,ok
CHEMBL1095,IKZF1_8RQC,-4.901,ok
CHEMBL1064,IKZF1_8RQC,,timeout
CHEMBL107,IKZF1_8RQC,,timeout
CHEMBL1072,IKZF1_8RQC,,timeout
CHEMBL1090,IKZF1_8RQC,-4.384,ok
CHEMBL1096562,IKZF1_8RQC,-4.622,ok
CHEMBL1073,IKZF1_8RQC,,timeout
CHEMBL1075,IKZF1_8RQC,,timeout
CHEMBL1098319,IKZF1_8RQC,-3.49,ok
CHEMBL1096,IKZF1_8RQC,-6.334,ok
CHEMBL1078178,IKZF1_8RQC,,timeout
CHEMBL1094,IKZF1_8RQC,-4.934,ok
CHEMBL1089221,IKZF1_8RQC,-5.69,ok
CHEMBL1104,IKZF1_8RQC,-4.349,ok
CHEMBL1094966,IKZF1_8RQC,-5.198,ok
CHEMBL1106,IKZF1_8RQC,-5.396,ok
CHEMBL110458,IKZF1_8RQC,-4.92,ok
CHEMBL1102,IKZF1_8RQC,-4.656,ok
CHEMBL1093,IKZF1_8RQC,-4.437,ok
CHEMBL1094636,IKZF1_8RQC,-5.956,ok
CHEMBL1082407,IKZF1_8RQC,,timeout
CHEMBL112,IKZF1_8RQC,-4.423,ok
CHEMBL1140,IKZF1_8RQC,-4.678,ok
CHEMBL1085,IKZF1_8RQC,,timeout
CHEMBL1086,IKZF1_8RQC,,timeout
CHEMBL1091,IKZF1_8RQC,-6.061,ok
CHEMBL1160819,IKZF1_8RQC,-1.305,ok
CHEMBL1161681,IKZF1_8RQC,-2.995,ok
CHEMBL1149,IKZF1_8RQC,-3.948,ok
CHEMBL110,IKZF1_8RQC,-4.939,ok
CHEMBL1110,IKZF1_8RQC,-5.809,ok
CHEMBL1098,IKZF1_8RQC,-4.75,ok
CHEMBL1118,IKZF1_8RQC,-4.268,ok
CHEMBL1095777,IKZF1_8RQC,,timeout
CHEMBL1129,IKZF1_8RQC,-4.634,ok
CHEMBL1159,IKZF1_8RQC,-4.746,ok
CHEMBL1096146,IKZF1_8RQC,,timeout
CHEMBL1169,IKZF1_8RQC,-4.845,ok
CHEMBL11662,IKZF1_8RQC,-4.99,ok
CHEMBL1177,IKZF1_8RQC,-4.85,ok
CHEMBL1109,IKZF1_8RQC,-5.897,ok
CHEMBL1167,IKZF1_8RQC,-4.415,ok
CHEMBL1101,IKZF1_8RQC,-5.164,ok
CHEMBL1164729,IKZF1_8RQC,-5.34,ok
CHEMBL1108,IKZF1_8RQC,,timeout
CHEMBL1152,IKZF1_8RQC,-5.949,ok
CHEMBL1111,IKZF1_8RQC,,timeout
CHEMBL1112,IKZF1_8RQC,,timeout
CHEMBL1138,IKZF1_8RQC,,timeout
CHEMBL1139,IKZF1_8RQC,,timeout
CHEMBL1148,IKZF1_8RQC,,timeout
CHEMBL1159650,IKZF1_8RQC,,timeout
CHEMBL1186579,IKZF1_8RQC,-5.314,ok
CHEMBL1191,IKZF1_8RQC,-4.957,ok
CHEMBL1175,IKZF1_8RQC,-4.907,ok
CHEMBL1194,IKZF1_8RQC,-5.05,ok
CHEMBL1179047,IKZF1_8RQC,-4.054,ok
CHEMBL1168,IKZF1_8RQC,,timeout
CHEMBL1185,IKZF1_8RQC,-5.499,ok
CHEMBL1173055,IKZF1_8RQC,-5.245,ok
CHEMBL117287,IKZF1_8RQC,,timeout
CHEMBL1200391,IKZF1_8RQC,-4.092,ok
CHEMBL1173655,IKZF1_8RQC,,timeout
CHEMBL118,IKZF1_8RQC,-6.286,ok
CHEMBL1189432,IKZF1_8RQC,-5.358,ok
CHEMBL1200559,IKZF1_8RQC,-4.038,ok
CHEMBL1200436,IKZF1_8RQC,-5.127,ok
CHEMBL1200430,IKZF1_8RQC,-6.198,ok
CHEMBL1197,IKZF1_8RQC,-5.651,ok
CHEMBL1183717,IKZF1_8RQC,,timeout
CHEMBL1200359,IKZF1_8RQC,-4.868,ok
CHEMBL1200660,IKZF1_8RQC,-4.632,ok
CHEMBL1200790,IKZF1_8RQC,-3.644,ok
CHEMBL119,IKZF1_8RQC,,timeout
CHEMBL1200600,IKZF1_8RQC,-5.109,ok
CHEMBL1200356,IKZF1_8RQC,-4.757,ok
CHEMBL1194325,IKZF1_8RQC,,timeout
CHEMBL1195,IKZF1_8RQC,,timeout
CHEMBL1200802,IKZF1_8RQC,-3.776,ok
CHEMBL1200829,IKZF1_8RQC,-5.141,ok
CHEMBL1200617,IKZF1_8RQC,-5.382,ok
CHEMBL1196,IKZF1_8RQC,,timeout
CHEMBL1200807,IKZF1_8RQC,-5.262,ok
CHEMBL1200,IKZF1_8RQC,,timeout
CHEMBL1200342,IKZF1_8RQC,-5.674,ok
CHEMBL1200907,IKZF1_8RQC,-5.109,ok
CHEMBL1200774,IKZF1_8RQC,-5.361,ok
CHEMBL1200862,IKZF1_8RQC,-4.716,ok
CHEMBL1200376,IKZF1_8RQC,,timeout
CHEMBL1200386,IKZF1_8RQC,,timeout
CHEMBL1200845,IKZF1_8RQC,-6.074,ok
CHEMBL1200868,IKZF1_8RQC,-5.165,ok
CHEMBL1200538,IKZF1_8RQC,-6.154,ok
CHEMBL1200604,IKZF1_8RQC,-4.13,ok
CHEMBL1200449,IKZF1_8RQC,,timeout
CHEMBL1200545,IKZF1_8RQC,,timeout
CHEMBL1201073,IKZF1_8RQC,-4.72,ok
CHEMBL1200922,IKZF1_8RQC,-4.383,ok
CHEMBL1200562,IKZF1_8RQC,,timeout
CHEMBL1200979,IKZF1_8RQC,-4.567,ok
CHEMBL1200910,IKZF1_8RQC,-4.629,ok
CHEMBL1201151,IKZF1_8RQC,-5.496,ok
CHEMBL1201189,IKZF1_8RQC,-1.305,ok
CHEMBL1201012,IKZF1_8RQC,-5.08,ok
CHEMBL1201129,IKZF1_8RQC,-4.457,ok
CHEMBL1201056,IKZF1_8RQC,-5.641,ok
CHEMBL1201109,IKZF1_8RQC,-5.232,ok
CHEMBL1200865,IKZF1_8RQC,,timeout
CHEMBL1201173,IKZF1_8RQC,-5.492,ok
CHEMBL1201168,IKZF1_8RQC,-5.872,ok
CHEMBL1200877,IKZF1_8RQC,,timeout
CHEMBL1200909,IKZF1_8RQC,,timeout
CHEMBL1201148,IKZF1_8RQC,-5.259,ok
CHEMBL1201198,IKZF1_8RQC,-5.227,ok
CHEMBL1200953,IKZF1_8RQC,,timeout
CHEMBL1201112,IKZF1_8RQC,-5.155,ok
CHEMBL1201208,IKZF1_8RQC,-4.379,ok
CHEMBL1201201,IKZF1_8RQC,-4.405,ok
CHEMBL1201117,IKZF1_8RQC,-5.12,ok
CHEMBL1200971,IKZF1_8RQC,,timeout
CHEMBL1200975,IKZF1_8RQC,,timeout
CHEMBL1201234,IKZF1_8RQC,-4.132,ok
CHEMBL1201010,IKZF1_8RQC,,timeout
CHEMBL1201039,IKZF1_8RQC,,timeout
CHEMBL1201260,IKZF1_8RQC,-4.874,ok
CHEMBL1201087,IKZF1_8RQC,,timeout
CHEMBL1201192,IKZF1_8RQC,-4.654,ok
CHEMBL1201116,IKZF1_8RQC,-5.085,ok
CHEMBL1201213,IKZF1_8RQC,-4.218,ok
CHEMBL1201193,IKZF1_8RQC,-4.803,ok
CHEMBL1201236,IKZF1_8RQC,-5.124,ok
CHEMBL1201269,IKZF1_8RQC,-4.196,ok
CHEMBL1201233,IKZF1_8RQC,-4.679,ok
CHEMBL1201212,IKZF1_8RQC,-4.753,ok
CHEMBL1201227,IKZF1_8RQC,-5.075,ok
CHEMBL1201319,IKZF1_8RQC,,ok
CHEMBL1201235,IKZF1_8RQC,-5.284,ok
CHEMBL1201293,IKZF1_8RQC,-4.776,ok
CHEMBL1201323,IKZF1_8RQC,-4.014,ok
CHEMBL1201308,IKZF1_8RQC,-4.47,ok
CHEMBL1201191,IKZF1_8RQC,,timeout
CHEMBL1201237,IKZF1_8RQC,-5.488,ok
CHEMBL1201222,IKZF1_8RQC,-4.907,ok
CHEMBL1201288,IKZF1_8RQC,-6.564,ok
CHEMBL1201266,IKZF1_8RQC,-5.079,ok
CHEMBL1201232,IKZF1_8RQC,,timeout
CHEMBL1201242,IKZF1_8RQC,-4.447,ok
CHEMBL1201251,IKZF1_8RQC,,timeout
CHEMBL1201256,IKZF1_8RQC,,timeout
CHEMBL1201313,IKZF1_8RQC,-4.319,ok
CHEMBL1201262,IKZF1_8RQC,,timeout
CHEMBL1201263,IKZF1_8RQC,,timeout
CHEMBL1201754,IKZF1_8RQC,-6.322,ok
CHEMBL1201273,IKZF1_8RQC,,timeout
CHEMBL1201320,IKZF1_8RQC,-5.964,ok
CHEMBL1201274,IKZF1_8RQC,,timeout
CHEMBL1201286,IKZF1_8RQC,,timeout
CHEMBL1201325,IKZF1_8RQC,-5.412,ok
CHEMBL1201314,IKZF1_8RQC,,timeout
CHEMBL1201776,IKZF1_8RQC,-3.998,ok
CHEMBL1208642,IKZF1_8RQC,-3.196,ok
CHEMBL1201780,IKZF1_8RQC,-5.113,ok
CHEMBL1201356,IKZF1_8RQC,-5.532,ok
CHEMBL1201338,IKZF1_8RQC,-4.471,ok
CHEMBL1201864,IKZF1_8RQC,-5.728,ok
CHEMBL1208,IKZF1_8RQC,-5.555,ok
CHEMBL1201335,IKZF1_8RQC,-5.168,ok
CHEMBL1201328,IKZF1_8RQC,,timeout
CHEMBL1201345,IKZF1_8RQC,,timeout
CHEMBL1201346,IKZF1_8RQC,,timeout
CHEMBL1215,IKZF1_8RQC,-4.781,ok
CHEMBL1201347,IKZF1_8RQC,,timeout
CHEMBL1222250,IKZF1_8RQC,-4.635,ok
CHEMBL1230314,IKZF1_8RQC,,ok
CHEMBL1201354,IKZF1_8RQC,,timeout
CHEMBL1201753,IKZF1_8RQC,,timeout
CHEMBL1201784,IKZF1_8RQC,-4.323,ok
CHEMBL1236821,IKZF1_8RQC,,ok
CHEMBL1213251,IKZF1_8RQC,-5.624,ok
CHEMBL1201758,IKZF1_8RQC,,timeout
CHEMBL1201760,IKZF1_8RQC,,timeout
CHEMBL1218,IKZF1_8RQC,-5.248,ok
CHEMBL1236315,IKZF1_8RQC,-4.97,ok
CHEMBL1201863,IKZF1_8RQC,,timeout
CHEMBL1201891,IKZF1_8RQC,,timeout
CHEMBL1206690,IKZF1_8RQC,,timeout
CHEMBL1242,IKZF1_8RQC,-5.395,ok
CHEMBL1237044,IKZF1_8RQC,-4.296,ok
CHEMBL121,IKZF1_8RQC,,timeout
CHEMBL1213252,IKZF1_8RQC,,timeout
CHEMBL1213492,IKZF1_8RQC,,timeout
CHEMBL1238,IKZF1_8RQC,-4.61,ok
CHEMBL1228,IKZF1_8RQC,-4.907,ok
CHEMBL1254682,IKZF1_8RQC,-5.112,ok
CHEMBL1214,IKZF1_8RQC,,timeout
CHEMBL1243,IKZF1_8RQC,-5.982,ok
CHEMBL1233,IKZF1_8RQC,-4.35,ok
CHEMBL1219,IKZF1_8RQC,,timeout
CHEMBL1266,IKZF1_8RQC,-4.634,ok
CHEMBL1229211,IKZF1_8RQC,-6.496,ok
CHEMBL1224,IKZF1_8RQC,,timeout
CHEMBL1229,IKZF1_8RQC,,timeout
CHEMBL1286,IKZF1_8RQC,-4.857,ok
CHEMBL1279,IKZF1_8RQC,-5.454,ok
CHEMBL1261,IKZF1_8RQC,-5.718,ok
CHEMBL12856,IKZF1_8RQC,-4.598,ok
CHEMBL127516,IKZF1_8RQC,-4.642,ok
CHEMBL1231,IKZF1_8RQC,,timeout
CHEMBL1282,IKZF1_8RQC,-4.764,ok
CHEMBL130,IKZF1_8RQC,,ok
CHEMBL1274,IKZF1_8RQC,-5.114,ok
CHEMBL1237119,IKZF1_8RQC,,timeout
CHEMBL1237132,IKZF1_8RQC,,timeout
CHEMBL1308,IKZF1_8RQC,-3.517,ok
CHEMBL1257073,IKZF1_8RQC,-6.984,ok
CHEMBL126,IKZF1_8RQC,-5.09,ok
CHEMBL129,IKZF1_8RQC,-4.886,ok
CHEMBL1311,IKZF1_8RQC,-5.038,ok
CHEMBL1314,IKZF1_8RQC,-4.08,ok
CHEMBL128,IKZF1_8RQC,-4.589,ok
CHEMBL1297,IKZF1_8RQC,-6.106,ok
CHEMBL1256841,IKZF1_8RQC,-6.352,ok
CHEMBL1256786,IKZF1_8RQC,,timeout
CHEMBL1301,IKZF1_8RQC,-5.894,ok
CHEMBL1342,IKZF1_8RQC,-4.184,ok
CHEMBL134,IKZF1_8RQC,-4.038,ok
CHEMBL1316,IKZF1_8RQC,-5.707,ok
CHEMBL1278,IKZF1_8RQC,-5.486,ok
CHEMBL1356238,IKZF1_8RQC,-3.752,ok
CHEMBL1321,IKZF1_8RQC,-4.719,ok
CHEMBL127,IKZF1_8RQC,,timeout
CHEMBL12713,IKZF1_8RQC,,timeout
CHEMBL135,IKZF1_8RQC,-5.164,ok
CHEMBL1305,IKZF1_8RQC,-5.226,ok
CHEMBL1371,IKZF1_8RQC,-4.728,ok
CHEMBL1294,IKZF1_8RQC,-5.377,ok
CHEMBL1324,IKZF1_8RQC,-5.506,ok
CHEMBL137,IKZF1_8RQC,-4.66,ok
CHEMBL1364,IKZF1_8RQC,-3.623,ok
CHEMBL13,IKZF1_8RQC,-4.936,ok
CHEMBL1289601,IKZF1_8RQC,,timeout
CHEMBL1303,IKZF1_8RQC,-4.723,ok
CHEMBL1377,IKZF1_8RQC,-5.517,ok
CHEMBL1289926,IKZF1_8RQC,,timeout
CHEMBL14060,IKZF1_8RQC,-4.214,ok
CHEMBL139877,IKZF1_8RQC,-4.804,ok
CHEMBL1290,IKZF1_8RQC,,timeout
CHEMBL1412,IKZF1_8RQC,-3.712,ok
CHEMBL1291,IKZF1_8RQC,,timeout
CHEMBL1389,IKZF1_8RQC,-5.265,ok
CHEMBL1388,IKZF1_8RQC,-5.235,ok
CHEMBL1425,IKZF1_8RQC,-4.22,ok
CHEMBL1420,IKZF1_8RQC,-4.196,ok
CHEMBL1413,IKZF1_8RQC,-4.685,ok
CHEMBL141,IKZF1_8RQC,-4.938,ok
CHEMBL1431,IKZF1_8RQC,-4.598,ok
CHEMBL1430,IKZF1_8RQC,-4.309,ok
CHEMBL1373,IKZF1_8RQC,-4.632,ok
CHEMBL139,IKZF1_8RQC,-5.112,ok
CHEMBL13376,IKZF1_8RQC,-5.535,ok
CHEMBL1380,IKZF1_8RQC,-5.815,ok
CHEMBL1370,IKZF1_8RQC,-5.377,ok
CHEMBL1401,IKZF1_8RQC,-4.984,ok
CHEMBL1441,IKZF1_8RQC,-4.259,ok
CHEMBL1437,IKZF1_8RQC,-4.795,ok
CHEMBL1346,IKZF1_8RQC,,timeout
CHEMBL1349,IKZF1_8RQC,,timeout
CHEMBL1454910,IKZF1_8RQC,-4.602,ok
CHEMBL1364144,IKZF1_8RQC,-5.633,ok
CHEMBL1445,IKZF1_8RQC,-5.341,ok
CHEMBL1463,IKZF1_8RQC,-4.69,ok
CHEMBL1363,IKZF1_8RQC,,timeout
CHEMBL1467,IKZF1_8RQC,-4.895,ok
CHEMBL1460,IKZF1_8RQC,-4.449,ok
CHEMBL142703,IKZF1_8RQC,-5.512,ok
CHEMBL1448,IKZF1_8RQC,-5.499,ok
CHEMBL148,IKZF1_8RQC,,ok
CHEMBL1469,IKZF1_8RQC,-4.634,ok
CHEMBL1402684,IKZF1_8RQC,,timeout
CHEMBL1404,IKZF1_8RQC,,timeout
CHEMBL1451,IKZF1_8RQC,-4.979,ok
CHEMBL1465,IKZF1_8RQC,-5.242,ok
CHEMBL1421,IKZF1_8RQC,,timeout
CHEMBL1422,IKZF1_8RQC,,timeout
CHEMBL142635,IKZF1_8RQC,,timeout
CHEMBL1482,IKZF1_8RQC,-3.331,ok
CHEMBL1428,IKZF1_8RQC,,timeout
CHEMBL1436,IKZF1_8RQC,,timeout
CHEMBL1474963,IKZF1_8RQC,-5.082,ok
CHEMBL1474889,IKZF1_8RQC,-4.383,ok
CHEMBL1466,IKZF1_8RQC,-7.034,ok
CHEMBL14370,IKZF1_8RQC,,timeout
CHEMBL1464,IKZF1_8RQC,-5.177,ok
CHEMBL1488,IKZF1_8RQC,-3.904,ok
CHEMBL1483,IKZF1_8RQC,-4.994,ok
CHEMBL1449,IKZF1_8RQC,-5.183,ok
CHEMBL1489,IKZF1_8RQC,-4.936,ok
CHEMBL1443,IKZF1_8RQC,,timeout
CHEMBL1515,IKZF1_8RQC,-3.266,ok
CHEMBL1515611,IKZF1_8RQC,-4.092,ok
CHEMBL1518,IKZF1_8RQC,-4.339,ok
CHEMBL1456,IKZF1_8RQC,,timeout
CHEMBL146095,IKZF1_8RQC,,timeout
CHEMBL1531,IKZF1_8RQC,-4.552,ok
CHEMBL1532,IKZF1_8RQC,-5.007,ok
CHEMBL1533,IKZF1_8RQC,-4.919,ok
CHEMBL1504,IKZF1_8RQC,-4.631,ok
CHEMBL1480,IKZF1_8RQC,,timeout
CHEMBL1490,IKZF1_8RQC,-5.367,ok
CHEMBL1512,IKZF1_8RQC,-5.199,ok
CHEMBL1503,IKZF1_8RQC,-5.973,ok
CHEMBL1546,IKZF1_8RQC,-4.262,ok
CHEMBL154,IKZF1_8RQC,-5.42,ok
CHEMBL1491,IKZF1_8RQC,,timeout
CHEMBL1495,IKZF1_8RQC,,timeout
CHEMBL1497,IKZF1_8RQC,,timeout
CHEMBL1501,IKZF1_8RQC,,timeout
CHEMBL1502,IKZF1_8RQC,,timeout
CHEMBL1574,IKZF1_8RQC,-4.312,ok
CHEMBL1576,IKZF1_8RQC,-4.385,ok
CHEMBL1505,IKZF1_8RQC,-5.168,ok
CHEMBL1542,IKZF1_8RQC,-4.786,ok
CHEMBL1560,IKZF1_8RQC,-3.53,ok
CHEMBL1510,IKZF1_8RQC,,timeout
CHEMBL1547,IKZF1_8RQC,-4.883,ok
CHEMBL1513,IKZF1_8RQC,,timeout
CHEMBL1568698,IKZF1_8RQC,-5.468,ok
CHEMBL1519,IKZF1_8RQC,,timeout
CHEMBL1520,IKZF1_8RQC,,timeout
CHEMBL1524273,IKZF1_8RQC,,timeout
CHEMBL1561,IKZF1_8RQC,-4.838,ok
CHEMBL1539,IKZF1_8RQC,-4.934,ok
CHEMBL1530428,IKZF1_8RQC,-5.129,ok
CHEMBL1540,IKZF1_8RQC,-4.554,ok
CHEMBL1577,IKZF1_8RQC,-4.876,ok
CHEMBL1590,IKZF1_8RQC,-4.287,ok
CHEMBL1593719,IKZF1_8RQC,-4.709,ok
CHEMBL1597,IKZF1_8RQC,-3.061,ok
CHEMBL15677,IKZF1_8RQC,-4.835,ok
CHEMBL1595,IKZF1_8RQC,-5.626,ok
CHEMBL16073,IKZF1_8RQC,-4.369,ok
CHEMBL1535,IKZF1_8RQC,,timeout
CHEMBL1551,IKZF1_8RQC,-5.964,ok
CHEMBL16,IKZF1_8RQC,-4.839,ok
CHEMBL1594,IKZF1_8RQC,-4.805,ok
