chembl_id,vina_score_kcal_mol
CHEMBL282052,-5.69
CHEMBL1201087,-5.689
CHEMBL2111101,-5.664
CHEMBL255044,-5.664
CHEMBL1278,-5.653
CHEMBL1098,-5.652
CHEMBL431770,-5.651
CHEMBL655,-5.645
CHEMBL1201203,-5.642
CHEMBL1324,-5.633
CHEMBL42,-5.623
CHEMBL511142,-5.612
CHEMBL1201193,-5.611
CHEMBL1218,-5.606
CHEMBL668,-5.605
CHEMBL1113,-5.594
CHEMBL462605,-5.577
CHEMBL596,-5.575
CHEMBL10878,-5.574
CHEMBL1175,-5.572
CHEMBL641,-5.571
CHEMBL41355,-5.568
CHEMBL4297526,-5.566
CHEMBL1087,-5.552
CHEMBL646,-5.507
CHEMBL1628227,-5.502
CHEMBL1505,-5.502
CHEMBL7728,-5.495
CHEMBL716,-5.492
CHEMBL2104993,-5.485
CHEMBL1442422,-5.48
CHEMBL1201,-5.477
CHEMBL715,-5.476
CHEMBL488093,-5.455
CHEMBL1094,-5.45
CHEMBL2443262,-5.45
CHEMBL1508,-5.44
CHEMBL634,-5.439
CHEMBL549,-5.425
CHEMBL1490,-5.401
CHEMBL831,-5.397
CHEMBL1085,-5.387
CHEMBL1201222,-5.384
CHEMBL422,-5.38
CHEMBL1185,-5.375
CHEMBL1177,-5.37
CHEMBL1201192,-5.364
CHEMBL1201754,-5.363
CHEMBL1101,-5.362
CHEMBL2364639,-5.354
CHEMBL918,-5.353
CHEMBL7413,-5.352
CHEMBL726,-5.352
CHEMBL1521,-5.329
CHEMBL306700,-5.315
CHEMBL460,-5.292
CHEMBL451,-5.291
CHEMBL1102,-5.29
CHEMBL45,-5.273
CHEMBL1201347,-5.269
CHEMBL370805,-5.247
CHEMBL2105345,-5.236
CHEMBL22242,-5.221
CHEMBL220492,-5.217
CHEMBL100116,-5.216
CHEMBL17860,-5.214
CHEMBL58323,-5.214
CHEMBL697,-5.212
CHEMBL273575,-5.21
CHEMBL1065,-5.202
CHEMBL79,-5.199
CHEMBL658,-5.198
CHEMBL128,-5.194
CHEMBL1303,-5.182
CHEMBL744,-5.178
CHEMBL728,-5.176
CHEMBL741,-5.168
CHEMBL85231,-5.164
CHEMBL1194,-5.162
CHEMBL567,-5.155
CHEMBL259209,-5.155
CHEMBL970,-5.147
CHEMBL1201217,-5.146
CHEMBL95,-5.138
CHEMBL447,-5.125
CHEMBL86715,-5.125
CHEMBL267894,-5.121
CHEMBL896,-5.12
CHEMBL503565,-5.117
CHEMBL1697856,-5.117
CHEMBL54976,-5.117
CHEMBL441,-5.111
CHEMBL3989949,-5.109
CHEMBL651,-5.107
CHEMBL1983350,-5.1
CHEMBL1373,-5.093
CHEMBL4297620,-5.084
CHEMBL1201210,-5.082
CHEMBL1213351,-5.065
CHEMBL797,-5.061
CHEMBL134,-5.05
CHEMBL750,-5.047
CHEMBL87493,-5.046
CHEMBL7863,-5.037
CHEMBL681,-5.011
CHEMBL894,-5.009
CHEMBL492,-4.994
CHEMBL905,-4.99
CHEMBL1088,-4.984
CHEMBL637,-4.981
CHEMBL448,-4.98
CHEMBL861,-4.969
CHEMBL1515611,-4.958
CHEMBL452,-4.953
CHEMBL531,-4.953
CHEMBL197084,-4.95
CHEMBL1095,-4.945
CHEMBL1510,-4.936
CHEMBL972,-4.931
CHEMBL1200802,-4.928
CHEMBL71,-4.925
CHEMBL28318,-4.924
CHEMBL1237044,-4.924
CHEMBL395091,-4.921
CHEMBL18116,-4.915
CHEMBL778,-4.906
CHEMBL1118,-4.903
CHEMBL4297590,-4.9
CHEMBL953,-4.887
CHEMBL580,-4.885
CHEMBL742,-4.884
CHEMBL526,-4.878
CHEMBL1093,-4.825
CHEMBL564,-4.825
CHEMBL568,-4.817
CHEMBL589,-4.812
CHEMBL607,-4.8
CHEMBL14370,-4.794
CHEMBL1009,-4.789
CHEMBL1764,-4.782
CHEMBL37744,-4.775
CHEMBL979,-4.756
CHEMBL607400,-4.72
CHEMBL698,-4.717
CHEMBL1179047,-4.712
CHEMBL1005,-4.707
CHEMBL887,-4.707
CHEMBL807,-4.705
CHEMBL636,-4.702
CHEMBL967,-4.694
CHEMBL1200922,-4.688
CHEMBL796,-4.665
CHEMBL113,-4.665
CHEMBL569,-4.648
CHEMBL288470,-4.632
CHEMBL2105233,-4.63
CHEMBL12,-4.624
CHEMBL1201776,-4.584
CHEMBL445,-4.571
CHEMBL450,-4.558
CHEMBL1514,-4.546
CHEMBL278020,-4.508
CHEMBL290916,-4.467
CHEMBL629,-4.454
CHEMBL252556,-4.447
CHEMBL16073,-4.446
CHEMBL1200790,-4.418
CHEMBL301265,-4.409
CHEMBL13280,-4.404
CHEMBL550,-4.382
CHEMBL1068,-4.375
CHEMBL99946,-4.361
CHEMBL112,-4.355
CHEMBL70418,-4.347
CHEMBL25,-4.341
CHEMBL3,-4.307
CHEMBL660,-4.298
CHEMBL969,-4.254
CHEMBL940,-4.205
CHEMBL468837,-4.205
CHEMBL1059,-4.185
CHEMBL168815,-4.159
CHEMBL72,-4.139
CHEMBL968,-4.136
CHEMBL1100,-4.12
CHEMBL1685,-4.064
CHEMBL11,-4.047
CHEMBL415,-4.021
CHEMBL1200733,-3.993
CHEMBL1286,-3.97
CHEMBL1200694,-3.959
CHEMBL1115,-3.949
CHEMBL644,-3.907
CHEMBL1257,-3.894
CHEMBL1256,-3.853
CHEMBL964,-3.833
CHEMBL1201293,-3.803
CHEMBL1482,-3.682
CHEMBL1341,-3.453
CHEMBL931,-3.139
