chembl_id,vina_score_kcal_mol
CHEMBL128,-4.383
CHEMBL85231,-4.381
CHEMBL1179047,-4.375
CHEMBL1005,-4.372
CHEMBL395091,-4.363
CHEMBL750,-4.358
CHEMBL1095,-4.354
CHEMBL651,-4.351
CHEMBL681,-4.348
CHEMBL894,-4.348
CHEMBL580,-4.316
CHEMBL451,-4.315
CHEMBL267894,-4.307
CHEMBL589,-4.293
CHEMBL744,-4.292
CHEMBL1764,-4.291
CHEMBL564,-4.269
CHEMBL306700,-4.229
CHEMBL698,-4.228
CHEMBL87493,-4.225
CHEMBL7413,-4.222
CHEMBL1514,-4.221
CHEMBL22242,-4.219
CHEMBL887,-4.217
CHEMBL4297620,-4.213
CHEMBL1237044,-4.199
CHEMBL607,-4.194
CHEMBL568,-4.193
CHEMBL259209,-4.193
CHEMBL112,-4.179
CHEMBL742,-4.171
CHEMBL288470,-4.17
CHEMBL448,-4.169
CHEMBL807,-4.167
CHEMBL814,-4.164
CHEMBL1194,-4.157
CHEMBL636,-4.146
CHEMBL607400,-4.143
CHEMBL1201776,-4.136
CHEMBL17860,-4.126
CHEMBL25,-4.124
CHEMBL967,-4.12
CHEMBL79,-4.104
CHEMBL301265,-4.071
CHEMBL12,-4.067
CHEMBL1200922,-4.06
CHEMBL1118,-4.06
CHEMBL492,-4.06
CHEMBL2105233,-4.056
CHEMBL441,-4.054
CHEMBL450,-4.047
CHEMBL99946,-4.039
CHEMBL278020,-4.037
CHEMBL70418,-4.035
CHEMBL940,-4.032
CHEMBL134,-4.026
CHEMBL290916,-4.025
CHEMBL550,-4.022
CHEMBL969,-4.01
CHEMBL16073,-3.997
CHEMBL113,-3.988
CHEMBL968,-3.987
CHEMBL445,-3.977
CHEMBL1200802,-3.956
CHEMBL526,-3.955
CHEMBL979,-3.94
CHEMBL1200790,-3.899
CHEMBL972,-3.881
CHEMBL1200733,-3.821
CHEMBL1256,-3.817
CHEMBL1068,-3.806
CHEMBL1257,-3.787
CHEMBL7863,-3.785
CHEMBL1100,-3.772
CHEMBL1515611,-3.741
CHEMBL660,-3.724
CHEMBL1286,-3.69
CHEMBL72,-3.645
CHEMBL468837,-3.616
CHEMBL11,-3.567
CHEMBL1115,-3.558
CHEMBL1201293,-3.549
CHEMBL644,-3.548
CHEMBL3,-3.546
CHEMBL1685,-3.531
CHEMBL964,-3.475
CHEMBL1200694,-3.468
CHEMBL629,-3.456
CHEMBL1482,-3.385
CHEMBL415,-3.376
CHEMBL168815,-3.336
CHEMBL931,-3.199
CHEMBL1341,-2.958
